#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
825.29|825.29|ALTRA FRATTURA CHIUSA DEL PIEDE|ALTRA FRATTURA CHIUSA DEL PIEDE|C|0|ALTRA FRATTURA CHIUSA DEL PIEDE|||12/12/2013 12:15|
DEPRECATED.825.3|825.3|FR TARSO/METATARS NAS-ES|FR TARSO/METATARS NAS-ES|C|0|FR TARSO/METATARS NAS-ES|||12/12/2013 12:15|
825.30|825.30|FRATTURA ESPOSTA DI OSSO NON SPECIFICATO DEL PIEDE [ECCETTO DITA DEL PIEDE]|FRATTURA ESPOSTA DI OSSO NON SPECIFICATO DEL PIEDE [ECCETTO DITA DEL PIEDE]|C|0|FRATTURA ESPOSTA DI OSSO NON SPECIFICATO DEL PIEDE [ECCETTO DITA DEL PIEDE]|||12/12/2013 12:15|
825.31|825.31|FRATTURA ESPOSTA DI ASTRAGALO|FRATTURA ESPOSTA DI ASTRAGALO|C|0|FRATTURA ESPOSTA DI ASTRAGALO|||12/12/2013 12:15|
825.32|825.32|FRATTURA ESPOSTA DELLO SCAFOIDE [NAVICOLARE]|FRATTURA ESPOSTA DELLO SCAFOIDE [NAVICOLARE]|C|0|FRATTURA ESPOSTA DELLO SCAFOIDE [NAVICOLARE]|||12/12/2013 12:15|
825.33|825.33|FRATTURA ESPOSTA DI FRATTURA ESPOSTA DELL'OSSO CUBOIDE|FRATTURA ESPOSTA DI FRATTURA ESPOSTA DELL'OSSO CUBOIDE|C|0|FRATTURA ESPOSTA DI FRATTURA ESPOSTA DELL'OSSO CUBOIDE|||12/12/2013 12:15|
825.34|825.34|FRATTURA ESPOSTA CUNEIFORME,PIEDE|FRATTURA ESPOSTA CUNEIFORME,PIEDE|C|0|FRATTURA ESPOSTA CUNEIFORME,PIEDE|||12/12/2013 12:15|
825.35|825.35|FRATTURA ESPOSTA DELLE OSSA DEL METATARSO|FRATTURA ESPOSTA DELLE OSSA DEL METATARSO|C|0|FRATTURA ESPOSTA DELLE OSSA DEL METATARSO|||12/12/2013 12:15|
825.39|825.39|ALTRA FRATTURA ESPOSTA DEL PIEDE|ALTRA FRATTURA ESPOSTA DEL PIEDE|C|0|ALTRA FRATTURA ESPOSTA DEL PIEDE|||12/12/2013 12:15|
DEPRECATED.826|826|FRATTURA FALANGI, PIEDE|FRATTURA FALANGI, PIEDE|C|0|FRATTURA FALANGI, PIEDE|||12/12/2013 12:15|
826.0|826.0|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,CHIUSA|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,CHIUSA|C|0|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,CHIUSA|||12/12/2013 12:15|
826.1|826.1|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,ESPOSTA|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,ESPOSTA|C|0|FRATTURA DI UNA O PIÙ FALANGI DEL PIEDE,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.827|827|FRAT ARTO INFERIORE NAS|FRAT ARTO INFERIORE NAS|C|0|FRAT ARTO INFERIORE NAS|||12/12/2013 12:15|
827.0|827.0|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,CHIUSA|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,CHIUSA|C|0|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,CHIUSA|||12/12/2013 12:15|
827.1|827.1|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,ESPOSTA|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,ESPOSTA|C|0|ALTRE,MULTIPLE E MAL DEFINITE FRATTURE DELL'ARTO INFERIORE,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.828|828|FR GAMBA E BRACC/COSTOL|FR GAMBA E BRACC/COSTOL|C|0|FR GAMBA E BRACC/COSTOL|||12/12/2013 12:15|
828.0|828.0|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,CHIUSA|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,CHIUSA|C|0|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,CHIUSA|||12/12/2013 12:15|
828.1|828.1|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,ESPOSTA|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,ESPOSTA|C|0|FRATTURE MULTIPLE INTERESSANTI AMBEDUE GLI ARTI INFERIORI,L'ARTO INFERIORE CON QUELLO SUPERIORE E L'ARTO INFERIORE CON LE COSTOLE E LO STERNO,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.829|829|FRATTURE SAI|FRATTURE SAI|C|0|FRATTURE SAI|||12/12/2013 12:15|
829.0|829.0|FRATTURE DI OSSO NON SPECIFICATO,CHIUSA|FRATTURE DI OSSO NON SPECIFICATO,CHIUSA|C|0|FRATTURE DI OSSO NON SPECIFICATO,CHIUSA|||12/12/2013 12:15|
829.1|829.1|FRATTURE DI OSSO NON SPECIFICATO,ESPOSTA|FRATTURE DI OSSO NON SPECIFICATO,ESPOSTA|C|0|FRATTURE DI OSSO NON SPECIFICATO,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.830|830|LUSSAZIONE MANDIBOLA|LUSSAZIONE MANDIBOLA|C|0|LUSSAZIONE MANDIBOLA|||12/12/2013 12:15|
830.0|830.0|LUSSAZIONE CHIUSA DELLA MANDIBOLA|LUSSAZIONE CHIUSA DELLA MANDIBOLA|C|0|LUSSAZIONE CHIUSA DELLA MANDIBOLA|||12/12/2013 12:15|
830.1|830.1|LUSSAZIONE ESPOSTA DELLA MANDIBOLA|LUSSAZIONE ESPOSTA DELLA MANDIBOLA|C|0|LUSSAZIONE ESPOSTA DELLA MANDIBOLA|||12/12/2013 12:15|
DEPRECATED.831|831|LUSSAZIONE SPALLA|LUSSAZIONE SPALLA|C|0|LUSSAZIONE SPALLA|||12/12/2013 12:15|
DEPRECATED.831.0|831.0|LUSSAZIONE SPALLA-SEMPL|LUSSAZIONE SPALLA-SEMPL|C|0|LUSSAZIONE SPALLA-SEMPL|||12/12/2013 12:15|
831.00|831.00|LUSSAZIONE CHIUSA DELLA SPALLA,NON SPECIFICATA|LUSSAZIONE CHIUSA DELLA SPALLA,NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA DELLA SPALLA,NON SPECIFICATA|||12/12/2013 12:15|
831.01|831.01|LUSSAZIONE CHIUSA,ANTERIORE DELL'OMERO|LUSSAZIONE CHIUSA,ANTERIORE DELL'OMERO|C|0|LUSSAZIONE CHIUSA,ANTERIORE DELL'OMERO|||12/12/2013 12:15|
831.02|831.02|LUSSAZIONE CHIUSA,POSTERIORE DELL'OMERO|LUSSAZIONE CHIUSA,POSTERIORE DELL'OMERO|C|0|LUSSAZIONE CHIUSA,POSTERIORE DELL'OMERO|||12/12/2013 12:15|
831.03|831.03|LUSSAZIONE CHIUSA,INFERIORE DELL'OMERO|LUSSAZIONE CHIUSA,INFERIORE DELL'OMERO|C|0|LUSSAZIONE CHIUSA,INFERIORE DELL'OMERO|||12/12/2013 12:15|
831.04|831.04|LUSSAZIONE CHIUSA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|||12/12/2013 12:15|
831.09|831.09|LUSSAZIONE CHIUSA DELLA SPALLA,ALTRO|LUSSAZIONE CHIUSA DELLA SPALLA,ALTRO|C|0|LUSSAZIONE CHIUSA DELLA SPALLA,ALTRO|||12/12/2013 12:15|
DEPRECATED.831.1|831.1|LUSSAZIONE SPALLA-COMP|LUSSAZIONE SPALLA-COMP|C|0|LUSSAZIONE SPALLA-COMP|||12/12/2013 12:15|
831.10|831.10|LUSSAZIONE ESPOSTA DELLA SPALLA,NON SPECIFICATA|LUSSAZIONE ESPOSTA DELLA SPALLA,NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA DELLA SPALLA,NON SPECIFICATA|||12/12/2013 12:15|
831.11|831.11|LUSSAZIONE ESPOSTA,ANTERIORE DELL'OMERO|LUSSAZIONE ESPOSTA,ANTERIORE DELL'OMERO|C|0|LUSSAZIONE ESPOSTA,ANTERIORE DELL'OMERO|||12/12/2013 12:15|
831.12|831.12|LUSSAZIONE ESPOSTA,POSTERIORE DELL'OMERO|LUSSAZIONE ESPOSTA,POSTERIORE DELL'OMERO|C|0|LUSSAZIONE ESPOSTA,POSTERIORE DELL'OMERO|||12/12/2013 12:15|
831.13|831.13|LUSSAZIONE ESPOSTA,INFERIORE DELL'OMERO|LUSSAZIONE ESPOSTA,INFERIORE DELL'OMERO|C|0|LUSSAZIONE ESPOSTA,INFERIORE DELL'OMERO|||12/12/2013 12:15|
831.14|831.14|LUSSAZIONE ESPOSTA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA,ACROMIOCLAVICOLARE (ARTICOLAZIONE)|||12/12/2013 12:15|
831.19|831.19|LUSSAZIONE ESPOSTA DELLA SPALLA,ALTRO|LUSSAZIONE ESPOSTA DELLA SPALLA,ALTRO|C|0|LUSSAZIONE ESPOSTA DELLA SPALLA,ALTRO|||12/12/2013 12:15|
DEPRECATED.832|832|LUSSAZIONE GOMITO|LUSSAZIONE GOMITO|C|0|LUSSAZIONE GOMITO|||12/12/2013 12:15|
DEPRECATED.832.0|832.0|LUSSAZIONE GOMITO-SEMPL|LUSSAZIONE GOMITO-SEMPL|C|0|LUSSAZIONE GOMITO-SEMPL|||12/12/2013 12:15|
832.00|832.00|LUSSAZIONE CHIUSA,DEL GOMITO NON SPECIFICATO|LUSSAZIONE CHIUSA,DEL GOMITO NON SPECIFICATO|C|0|LUSSAZIONE CHIUSA,DEL GOMITO NON SPECIFICATO|||12/12/2013 12:15|
832.01|832.01|LUSSAZIONE CHIUSA,DEL GOMITO ANTERIORE|LUSSAZIONE CHIUSA,DEL GOMITO ANTERIORE|C|0|LUSSAZIONE CHIUSA,DEL GOMITO ANTERIORE|||12/12/2013 12:15|
832.02|832.02|LUSSAZIONE CHIUSA,DEL GOMITO POSTERIORE|LUSSAZIONE CHIUSA,DEL GOMITO POSTERIORE|C|0|LUSSAZIONE CHIUSA,DEL GOMITO POSTERIORE|||12/12/2013 12:15|
832.03|832.03|LUSSAZIONE CHIUSA,DEL GOMITO MEDIALE|LUSSAZIONE CHIUSA,DEL GOMITO MEDIALE|C|0|LUSSAZIONE CHIUSA,DEL GOMITO MEDIALE|||12/12/2013 12:15|
832.04|832.04|LUSSAZIONE CHIUSA,DEL GOMITO LATERALE|LUSSAZIONE CHIUSA,DEL GOMITO LATERALE|C|0|LUSSAZIONE CHIUSA,DEL GOMITO LATERALE|||12/12/2013 12:15|
832.09|832.09|LUSSAZIONE CHIUSA,DEL GOMITO ALTRO|LUSSAZIONE CHIUSA,DEL GOMITO ALTRO|C|0|LUSSAZIONE CHIUSA,DEL GOMITO ALTRO|||12/12/2013 12:15|
DEPRECATED.832.1|832.1|LUSSAZIONE GOMITO-COMP|LUSSAZIONE GOMITO-COMP|C|0|LUSSAZIONE GOMITO-COMP|||12/12/2013 12:15|
832.10|832.10|LUSSAZIONE ESPOSTA,DEL GOMITO NON SPECIFICATO|LUSSAZIONE ESPOSTA,DEL GOMITO NON SPECIFICATO|C|0|LUSSAZIONE ESPOSTA,DEL GOMITO NON SPECIFICATO|||12/12/2013 12:15|
832.11|832.11|LUSSAZIONE ESPOSTA,DEL GOMITO ANTERIORE|LUSSAZIONE ESPOSTA,DEL GOMITO ANTERIORE|C|0|LUSSAZIONE ESPOSTA,DEL GOMITO ANTERIORE|||12/12/2013 12:15|
832.12|832.12|LUSSAZIONE ESPOSTA,DEL GOMITO POSTERIORE|LUSSAZIONE ESPOSTA,DEL GOMITO POSTERIORE|C|0|LUSSAZIONE ESPOSTA,DEL GOMITO POSTERIORE|||12/12/2013 12:15|
832.13|832.13|LUSSAZIONE ESPOSTA,DEL GOMITO MEDIALE|LUSSAZIONE ESPOSTA,DEL GOMITO MEDIALE|C|0|LUSSAZIONE ESPOSTA,DEL GOMITO MEDIALE|||12/12/2013 12:15|
832.14|832.14|LUSSAZIONE ESPOSTA,DEL GOMITO LATERALE|LUSSAZIONE ESPOSTA,DEL GOMITO LATERALE|C|0|LUSSAZIONE ESPOSTA,DEL GOMITO LATERALE|||12/12/2013 12:15|
832.19|832.19|LUSSAZIONE ESPOSTA DEL GOMITO,ALTRO|LUSSAZIONE ESPOSTA DEL GOMITO,ALTRO|C|0|LUSSAZIONE ESPOSTA DEL GOMITO,ALTRO|||12/12/2013 12:15|
DEPRECATED.833|833|LUSSAZIONE POLSO|LUSSAZIONE POLSO|C|0|LUSSAZIONE POLSO|||12/12/2013 12:15|
DEPRECATED.833.0|833.0|LUSSAZIONE POLSO-SEMPL|LUSSAZIONE POLSO-SEMPL|C|0|LUSSAZIONE POLSO-SEMPL|||12/12/2013 12:15|
833.00|833.00|LUSSAZIONE CHIUSA,POLSO,PARTE NON SPECIFICATA|LUSSAZIONE CHIUSA,POLSO,PARTE NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA,POLSO,PARTE NON SPECIFICATA|||12/12/2013 12:15|
833.01|833.01|LUSSAZIONE CHIUSA,RADIOULNARE (ARTICOLAZIONE),DISTALE|LUSSAZIONE CHIUSA,RADIOULNARE (ARTICOLAZIONE),DISTALE|C|0|LUSSAZIONE CHIUSA,RADIOULNARE (ARTICOLAZIONE),DISTALE|||12/12/2013 12:15|
833.02|833.02|LUSSAZIONE CHIUSA,RADIOCARPALE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA,RADIOCARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA,RADIOCARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.03|833.03|LUSSAZIONE CHIUSA,MEDIOCARPALE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA,MEDIOCARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA,MEDIOCARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.04|833.04|LUSSAZIONE CHIUSA,CARPOMETACARPALE (ARTICOLAZIONE)|LUSSAZIONE CHIUSA,CARPOMETACARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA,CARPOMETACARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.05|833.05|LUSSAZIONE CHIUSA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|LUSSAZIONE CHIUSA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE CHIUSA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
833.09|833.09|LUSSAZIONE CHIUSA,ALTRO|LUSSAZIONE CHIUSA,ALTRO|C|0|LUSSAZIONE CHIUSA,ALTRO|||12/12/2013 12:15|
DEPRECATED.833.1|833.1|LUSSAZIONE POLSO-COMP|LUSSAZIONE POLSO-COMP|C|0|LUSSAZIONE POLSO-COMP|||12/12/2013 12:15|
833.10|833.10|LUSSAZIONE ESPOSTA,POLSO,PARTE NON SPECIFICATA|LUSSAZIONE ESPOSTA,POLSO,PARTE NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA,POLSO,PARTE NON SPECIFICATA|||12/12/2013 12:15|
833.11|833.11|LUSSAZIONE ESPOSTA,RADIOULNARE (ARTICOLAZIONE),DISTALE|LUSSAZIONE ESPOSTA,RADIOULNARE (ARTICOLAZIONE),DISTALE|C|0|LUSSAZIONE ESPOSTA,RADIOULNARE (ARTICOLAZIONE),DISTALE|||12/12/2013 12:15|
833.12|833.12|LUSSAZIONE ESPOSTA,RADIOCARPALE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA,RADIOCARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA,RADIOCARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.13|833.13|LUSSAZIONE ESPOSTA,MEDIOCARPALE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA,MEDIOCARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA,MEDIOCARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.14|833.14|LUSSAZIONE ESPOSTA,CARPOMETACARPALE (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA,CARPOMETACARPALE (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA,CARPOMETACARPALE (ARTICOLAZIONE)|||12/12/2013 12:15|
833.15|833.15|LUSSAZIONE ESPOSTA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|LUSSAZIONE ESPOSTA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE ESPOSTA,METACARPALE (OSSO),ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
833.19|833.19|LUSSAZIONE ESPOSTA DEL POLSO,ALTRO|LUSSAZIONE ESPOSTA DEL POLSO,ALTRO|C|0|LUSSAZIONE ESPOSTA DEL POLSO,ALTRO|||12/12/2013 12:15|
DEPRECATED.834|834|LUSSAZIONE DELLE DITA|LUSSAZIONE DELLE DITA|C|0|LUSSAZIONE DELLE DITA|||12/12/2013 12:15|
DEPRECATED.834.0|834.0|LUSSAZIONE DITA-SEMPL|LUSSAZIONE DITA-SEMPL|C|0|LUSSAZIONE DITA-SEMPL|||12/12/2013 12:15|
834.00|834.00|LUSSAZIONE CHIUSA,DITO,PARTE NON SPECIFICATA|LUSSAZIONE CHIUSA,DITO,PARTE NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA,DITO,PARTE NON SPECIFICATA|||12/12/2013 12:15|
834.01|834.01|LUSSAZIONE CHIUSA,METACARPOFALANGEO (ARTICOLAZIONE)|LUSSAZIONE CHIUSA,METACARPOFALANGEO (ARTICOLAZIONE)|C|0|LUSSAZIONE CHIUSA,METACARPOFALANGEO (ARTICOLAZIONE)|||12/12/2013 12:15|
834.02|834.02|LUSSAZIONE CHIUSA,INTERFALANGEO (ARTICOLAZIONE),MANO|LUSSAZIONE CHIUSA,INTERFALANGEO (ARTICOLAZIONE),MANO|C|0|LUSSAZIONE CHIUSA,INTERFALANGEO (ARTICOLAZIONE),MANO|||12/12/2013 12:15|
DEPRECATED.834.1|834.1|LUSSAZIONE DITA-COMP|LUSSAZIONE DITA-COMP|C|0|LUSSAZIONE DITA-COMP|||12/12/2013 12:15|
834.10|834.10|LUSSAZIONE ESPOSTA,DITO,PARTE NON SPECIFICATA|LUSSAZIONE ESPOSTA,DITO,PARTE NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA,DITO,PARTE NON SPECIFICATA|||12/12/2013 12:15|
834.11|834.11|LUSSAZIONE ESPOSTA,METACARPOFALANGEO (ARTICOLAZIONE)|LUSSAZIONE ESPOSTA,METACARPOFALANGEO (ARTICOLAZIONE)|C|0|LUSSAZIONE ESPOSTA,METACARPOFALANGEO (ARTICOLAZIONE)|||12/12/2013 12:15|
834.12|834.12|LUSSAZIONE ESPOSTA,INTERFALANGEO (ARTICOLAZIONE),MANO|LUSSAZIONE ESPOSTA,INTERFALANGEO (ARTICOLAZIONE),MANO|C|0|LUSSAZIONE ESPOSTA,INTERFALANGEO (ARTICOLAZIONE),MANO|||12/12/2013 12:15|
DEPRECATED.835|835|LUSSAZIONE ANCA|LUSSAZIONE ANCA|C|0|LUSSAZIONE ANCA|||12/12/2013 12:15|
DEPRECATED.835.0|835.0|LUSSAZIONE ANCA-SEMPL|LUSSAZIONE ANCA-SEMPL|C|0|LUSSAZIONE ANCA-SEMPL|||12/12/2013 12:15|
835.00|835.00|LUSSAZIONE CHIUSA DELL'ANCA,NON SPECIFICATA|LUSSAZIONE CHIUSA DELL'ANCA,NON SPECIFICATA|C|0|LUSSAZIONE CHIUSA DELL'ANCA,NON SPECIFICATA|||12/12/2013 12:15|
835.01|835.01|LUSSAZIONE CHIUSA POSTERIORE|LUSSAZIONE CHIUSA POSTERIORE|C|0|LUSSAZIONE CHIUSA POSTERIORE|||12/12/2013 12:15|
835.02|835.02|LUSSAZIONE CHIUSA DELL'OTTURATORE|LUSSAZIONE CHIUSA DELL'OTTURATORE|C|0|LUSSAZIONE CHIUSA DELL'OTTURATORE|||12/12/2013 12:15|
835.03|835.03|ALTRA LUSSAZIONE CHIUSA ANTERIORE|ALTRA LUSSAZIONE CHIUSA ANTERIORE|C|0|ALTRA LUSSAZIONE CHIUSA ANTERIORE|||12/12/2013 12:15|
DEPRECATED.835.1|835.1|LUSSAZIONE ANCA-COMP|LUSSAZIONE ANCA-COMP|C|0|LUSSAZIONE ANCA-COMP|||12/12/2013 12:15|
835.10|835.10|LUSSAZIONE ESPOSTA DELL'ANCA,NON SPECIFICATA|LUSSAZIONE ESPOSTA DELL'ANCA,NON SPECIFICATA|C|0|LUSSAZIONE ESPOSTA DELL'ANCA,NON SPECIFICATA|||12/12/2013 12:15|
835.11|835.11|LUSSAZIONE ESPOSTA POSTERIORE|LUSSAZIONE ESPOSTA POSTERIORE|C|0|LUSSAZIONE ESPOSTA POSTERIORE|||12/12/2013 12:15|
835.12|835.12|LUSSAZIONE ESPOSTA DELL'OTTURATORE|LUSSAZIONE ESPOSTA DELL'OTTURATORE|C|0|LUSSAZIONE ESPOSTA DELL'OTTURATORE|||12/12/2013 12:15|
835.13|835.13|ALTRA LUSSAZIONE ESPOSTA ANTERIORE|ALTRA LUSSAZIONE ESPOSTA ANTERIORE|C|0|ALTRA LUSSAZIONE ESPOSTA ANTERIORE|||12/12/2013 12:15|
DEPRECATED.836|836|LUSSAZIONE DI GINOCCHIO|LUSSAZIONE DI GINOCCHIO|C|0|LUSSAZIONE DI GINOCCHIO|||12/12/2013 12:15|
836.0|836.0|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO MEDIALE DEL GINOCCHIO,RECENTE|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO MEDIALE DEL GINOCCHIO,RECENTE|C|0|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO MEDIALE DEL GINOCCHIO,RECENTE|||12/12/2013 12:15|
836.1|836.1|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO LATERALE DEL GINOCCHIO,RECENTE|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO LATERALE DEL GINOCCHIO,RECENTE|C|0|LACERAZIONE DELLA CARTILAGINE O DEL MENISCO LATERALE DEL GINOCCHIO,RECENTE|||12/12/2013 12:15|
836.2|836.2|ALTRE LACERAZIONE DELLA CARTILAGINE O DEL MENISCO DEL GINOCCHIO,RECENTE|ALTRE LACERAZIONE DELLA CARTILAGINE O DEL MENISCO DEL GINOCCHIO,RECENTE|C|0|ALTRE LACERAZIONE DELLA CARTILAGINE O DEL MENISCO DEL GINOCCHIO,RECENTE|||12/12/2013 12:15|
836.3|836.3|LUSSAZIONE DELLA ROTULA,CHIUSA|LUSSAZIONE DELLA ROTULA,CHIUSA|C|0|LUSSAZIONE DELLA ROTULA,CHIUSA|||12/12/2013 12:15|
836.4|836.4|LUSSAZIONE DELLA ROTULA,ESPOSTA|LUSSAZIONE DELLA ROTULA,ESPOSTA|C|0|LUSSAZIONE DELLA ROTULA,ESPOSTA|||12/12/2013 12:15|
DEPRECATED.836.5|836.5|ALTR LUSSAZ GINOCC-SEMPL|ALTR LUSSAZ GINOCC-SEMPL|C|0|ALTR LUSSAZ GINOCC-SEMPL|||12/12/2013 12:15|
836.50|836.50|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|C|0|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|||12/12/2013 12:15|
836.51|836.51|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.52|836.52|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.53|836.53|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA MEDIALE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.54|836.54|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA LATERALE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.59|836.59|ALTRE LUSSAZIONI DEL GINOCCHIO,CHIUSA|ALTRE LUSSAZIONI DEL GINOCCHIO,CHIUSA|C|0|ALTRE LUSSAZIONI DEL GINOCCHIO,CHIUSA|||12/12/2013 12:15|
DEPRECATED.836.6|836.6|ALTR LUSSAZ GINOCC-COM|ALTR LUSSAZ GINOCC-COM|C|0|ALTR LUSSAZ GINOCC-COM|||12/12/2013 12:15|
836.60|836.60|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|C|0|LUSSAZIONE DEL GINOCCHIO,NON SPECIFICATA|||12/12/2013 12:15|
836.61|836.61|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA ANTERIORE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
836.62|836.62|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|C|0|LUSSAZIONE DELLA TIBIA POSTERIORE,ESTREMITÀ PROSSIMALE|||12/12/2013 12:15|
