#CODEVALUEMODEL=CodeValuePhi|CODESYSTEMID=phidic|CODESYSTEMNAME=PHIDIC|CODESYSTEMDISPLAYNAME=PHI DICTIONARY|VERSION=0|DESCRIPTION=Main CodeSystem|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato SpA|AUTHORITYDESCRIPTION=Insiel Mercato SpA|AUTHORITYCONTACTINFORMATION=info@insielmercato.it|||||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValueIcd9]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
spisal.esposti.sostanze.ncas.351_V0|68131-49-7|68131-49-7|Idrocarburi aromatici, C6-10, trattati con acido, neutralizzati; Nafta con basso punto di ebollizione - non specificata.|C|0|1|||||||Idrocarburi aromatici, C6-10, trattati con acido, neutralizzati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.352_V0|68131-75-9|68131-75-9|Gas (petrolio), C3-4; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti dal cracking del grezzo. È costituita da idrocarburi con numero di atomi di carbonio nell'intervallo C3-C4, prevalentemente propano e propilene,|C|0|1|||||||Gas (petrolio), C3-4||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.353_V0|68308-05-4|68308-05-4|Gas di coda (petrolio), da deetanizzatore impianto di recupero gas; Combinazione complessa di idrocarburi ottenuta dalla distillazione di prodotti provenienti da correnti di idrocarburi eterogeni. È costituita in prevalenza da idrocarburi con numero di at|C|0|1|||||||Gas di coda (petrolio), da deetanizzatore impianto di recupero gas||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.354_V0|683-18-1|683-18-1|dicloruro di dibutilstagno; (DBTC)|C|0|1|||||||dicloruro di dibutilstagno||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.355_V0|68333-22-2|68333-22-2|Residui (petrolio), atmosferici; Residuo complesso della distillazione atmosferica del grezzo. E' costituito da idrocarburi con numero di atomi di carbonio prevalentemente maggiore di C11 e punto di ebollizione superiore a 200°C ca. Questa corrente contie|C|0|1|||||||Residui (petrolio), atmosferici||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.356_V0|68333-27-7|68333-27-7|Distillati (petrolio), intermedi idrodesolforati crackizzati cataliticamente; Combinazione complessa di idrocarburi ottenuta trattando con idrogeno distillati intermedi crackizzati cataliticamente, per trasformare lo zolfo organico in idrogeno solforato c|C|0|1|||||||Distillati (petrolio), intermedi idrodesolforati crackizzati cataliticamente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.357_V0|68333-28-8|68333-28-8|Distillati (petrolio), idrodesolforati pesanti crackizzati cataliticamente; Combinazione complessa di idrocarburi ottenuta trattando con idrogeno i distillati pesanti del cracking catalitico per trasformare lo zolfo organico in idrogeno solforato che vien|C|0|1|||||||Distillati (petrolio), idrodesolforati pesanti crackizzati cataliticamente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.358_V0|68409-99-4|68409-99-4|Gas (petrolio), frazioni di testa crackizzate cataliticamente; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti dal processo di cracking catalitico. È costituita da idrocarburi con numero di atomi di carbonio preval|C|0|1|||||||Gas (petrolio), frazioni di testa crackizzate cataliticamente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.359_V0|68442-68-2|68442-68-2|N-fenilbenzenammina stirenata; benzenammina, N-fenil-, stirenata|C|0|1|||||||N-fenilbenzenammina stirenata||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.360_V0|68475-57-0|68475-57-0|Alcani, C1-2; Gas di petrolio.|C|0|1|||||||Alcani, C1-2||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.361_V0|68475-58-1|68475-58-1|Alcani, C2-3;  Gas di petrolio.|C|0|1|||||||Alcani, C2-3||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.362_V0|68475-59-2|68475-59-2|Alcani, C3-4; Gas di petrolio.|C|0|1|||||||Alcani, C3-4||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.363_V0|68475-60-5|68475-60-5|Alcani, C4-5; Gas di petrolio.|C|0|1|||||||Alcani, C4-5||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.364_V0|68475-70-7|68475-70-7|Idrocarburi aromatici, C6-8, derivati da pirolisi di raffinato e nafta; Combinazione complessa di idrocarburi ottenuta dal frazionamento per pirolisi a 816°C (1500°F) di nafta e raffinato. È costituita in prevalenza da idrocarburi aromatici con numero di |C|0|1|||||||Idrocarburi aromatici, C6-8, derivati da pirolisi di raffinato e nafta||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.365_V0|68475-79-6|68475-79-6|Distillati (petrolio), dal depentanizzatore di reforming catalitico; Combinazione complessa di idrocarburi ottenuta dalla distillazione di prodotti provenienti da un processo di reforming catalitico. È costituita principalmente da idrocarburi alifatici co|C|0|1|||||||Distillati (petrolio), dal depentanizzatore di reforming catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.366_V0|68476-29-9|68476-29-9|Gas combustibili, distillati di petrolio grezzo; Gas di petrolio; Combinazione complessa di gas leggeri prodotta per distillazione di petrolio grezzo e reforming catalitico di nafta. È costituita da idrogeno e idrocarburi con numero di atomi di carbonio p|C|0|1|||||||Gas combustibili, distillati di petrolio grezzo; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.367_V0|68476-42-6|68476-42-6|Idrocarburi, C4-5; Gas di petrolio.|C|0|1|||||||Idrocarburi, C4-5||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.368_V0|68476-46-0|68476-46-0|Idrocarburi C3-11, distillati di cracking catalitico; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking catalitico. È costituita da idrocarburi con numero di atomi di carbonio prevalentemen|C|0|1|||||||Idrocarburi C3-11, distillati di cracking catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.369_V0|68476-50-6|68476-50-6|idrocarburi, C≥5, arricchiti in C5-6 ; nafta con basso punto di ebollizione - non specificata|C|0|1|||||||idrocarburi, C≥5, arricchiti in C5-6 ;||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.370_V0|68476-85-7|68476-85-7|Gas di petrolio, liquefatti; Combinazione complessa di idrocarburi prodotta per distillazione del grezzo. È costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C3-C7 e punto di ebollizione nell'intervallo da -40°C a 8|C|0|1|||||||Gas di petrolio, liquefatti||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.371_V0|68477-23-6|68477-23-6|Acidi di catrame, residui, distillati, taglio primario; Residuo da distillazione di olio carbolico leggero nell'intervallo 235°C - 355°C (da 481°F a 697°F); Fenoli distillati.|C|0|1|||||||Acidi di catrame, residui, distillati, taglio primario; Residuo da distillazione di olio carbolico leggero nell'intervallo 235Â°C - 355Â°C (da 481Â°F a 697Â°F)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.372_V0|68477-33-8|68477-33-8|Gas (petrolio), C3-4, ricchi di isobutano; Combinazione complessa di idrocarburi ottenuta della distillazione di idrocarburi saturi e insaturi, solitamente con numero di atomi di carbonio nell'intervallo C3-C6, prevalentemente butano e isobutano. È costit|C|0|1|||||||Gas (petrolio), C3-4, ricchi di isobutano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.373_V0|68477-75-8|68477-75-8|Gas (petrolio), di cracking catalitico, ricchi di C1-5; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking catalitico. È costituita da idrocarburi alifatici con numero di atomi di carbonio n|C|0|1|||||||Gas (petrolio), di cracking catalitico, ricchi di C1-5||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.374_V0|68477-79-2|68477-79-2|Gas (petrolio), di reforming catalitico, ricchi di C1-4; Gas di petrolio; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di reforming catalitico. È costituita da idrocarburi con numero di atomi di c|C|0|1|||||||Gas (petrolio), di reforming catalitico, ricchi di C1-4; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.375_V0|68477-83-8|68477-83-8|Gas (petrolio), C3-5, carica di alchilazione olefinica-paraffinica; Gas di petrolio; Combinazione complessa di idrocarburi olefinici e paraffinici con numero di atomi di carbonio nell'intervallo C3-C5 usati come carica di alchilazione. La temperatura crit|C|0|1|||||||Gas (petrolio), C3-5, carica di alchilazione olefinica-paraffinica; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.376_V0|68477-85-0|68477-85-0|Gas di petrolio; Gas (petrolio), ricchi di C4; combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di frazionamento catalitico. È costituita da idrocarburi alifatici con numero di atomi di carbonio nell'|C|0|1|||||||Gas di petrolio; Gas (petrolio), ricchi di C4||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.377_V0|68477-91-8|68477-91-8|Gas (petrolio), frazioni di testa del depropanizzatore; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti dalle frazioni di gas e benzina di un processo di cracking catalitico. È costituita da idrocarburi alifatici c|C|0|1|||||||Gas (petrolio), frazioni di testa del depropanizzatore||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.378_V0|68477-97-4|68477-97-4|Gas (petrolio), ricchi di idrogeno; Combinazione complessa separata in forma di gas da gas idrocarburici mediante raffreddamento. È costituita principalmente da idrogeno con varie piccole quantità di ossido di carbonio, azoto, metano e idrocarburi C2; Gas|C|0|1|||||||Gas (petrolio), ricchi di idrogeno; Combinazione complessa separata in forma di gas da gas idrocarburici mediante raffreddamento. Ãˆ costituita principalmente da idrogeno con varie piccole quantitÃ  di ossido di carbonio, azoto, metano e idrocarburi C2||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.379_V0|68478-04-6|68478-04-6|Gas (petrolio), condizionamento impianto hydrotreating-reforming, ricchi di idrogeno; Combinazione complessa ottenuta dal processo di hydrotreating-reforming. È costituita principalmente da idrogeno con varie piccole quantità di ossido di carbonio e idroc|C|0|1|||||||Gas (petrolio), condizionamento impianto hydrotreating-reforming, ricchi di idrogeno||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.380_V0|68478-12-6|68478-12-6|Residui (petrolio), frazioni di coda splitter butano; Nafta con basso punto di ebollizione - non specificata; Residuo complesso della distillazione di una corrente di butano. È costituito da idrocarburi alifatici con numero di atomi di carbonio prevalente|C|0|1|||||||Residui (petrolio), frazioni di coda splitter butano; Nafta con basso punto di ebollizione - non specificata||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.381_V0|68478-15-9|68478-15-9|Residui (petrolio), dal reforming catalitico di C6-8; Residuo complesso del reforming catalitico di una carica C6-8. È costituito da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C2-6; Nafta di reforming catalitico con basso |C|0|1|||||||Residui (petrolio), dal reforming catalitico di C6-8; Residuo complesso del reforming catalitico di una carica C6-8. Ãˆ costituito da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C2-6||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.382_V0|68512-62-9|68512-62-9|Residui (petrolio), frazione leggera sotto vuoto; Residuo complesso della distillazione sotto vuoto del residuo della distillazione atmosferica di petrolio grezzo. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente superiore a C1|C|0|1|||||||Residui (petrolio), frazione leggera sotto vuoto||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.383_V0|68513-03-1|68513-03-1|Nafta (petrolio), taglio leggero di reforming catalitico, privo di composti aromatici; Combinazione complessa di idrocarburi prodotta per distillazione dei prodotti provenienti da un processo di reforming catalitico. È costituita in prevalenza da idrocarb|C|0|1|||||||Nafta (petrolio), taglio leggero di reforming catalitico, privo di composti aromatici||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.384_V0|68513-87-1|68513-87-1|Basi di catrame, derivati chinolinici; Basi distillate.|C|0|1|||||||Basi di catrame, derivati chinolinici||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.385_V0|68514-15-8|68514-15-8|Combinazione complessa di idrocarburi separata dai gas del sistema di recupero dei vapori per raffreddamento. È costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C4-11 e punto di ebollizione nell'intervallo da -20°C|C|0|1|||||||Combinazione complessa di idrocarburi separata dai gas del sistema di recupero dei vapori per raffreddamento. Ãˆ costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C4-11 e punto di ebollizione nell'intervallo da -20Â°C||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.386_V0|68514-36-3|68514-36-3|Idrocarburi, C1-4, addolciti; Gas di petrolio; Combinazione complessa di idrocarburi ottenuta sottoponendo gas idrocarburici a un processo di addolcimento per convertire i mercaptani o per eliminare le impurezze acide. È costituita da idrocarburi con nume|C|0|1|||||||Idrocarburi, C1-4, addolciti; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.387_V0|68514-79-4|68514-79-4|Prodotti di petrolio, riformati di powerforming hydrofining; Combinazione complessa di idrocarburi ottenuta in un processo di powerforming-hydrofining con punto di ebollizione nell'intervallo 27°C - 210°C ca. (da 80°F a 410°F); Nafta di reforming cataliti|C|0|1|||||||Prodotti di petrolio, riformati di powerforming hydrofining; Combinazione complessa di idrocarburi ottenuta in un processo di powerforming-hydrofining con punto di ebollizione nell'intervallo 27Â°C - 210Â°C ca. (da 80Â°F a 410Â°F)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.388_V0|68515-42-4|68515-42-4|Acido 1,2-benzenedicarbossilico Alchil esteri di-C7-11-ramificati e lineari|C|0|1|||||||Acido 1,2-benzenedicarbossilico Alchil esteri di-C7-11-ramificati e lineari||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.389_V0|68515-48-0|68515-48-0|acido 1,2-benzendicarbossilico, alchil esteri di-C8-10-ramificati e lineari, arricchiti in C9; ftalato di diisononile|C|0|1|||||||acido 1,2-benzendicarbossilico, alchil esteri di-C8-10-ramificati e lineari, arricchiti in C9||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.390_V0|68515-49-1|68515-49-1|acido 1,2-benzendicarbossilico, alchil esteri di-C9-11-ramificati e lineari, arricchiti in C10|C|0|1|||||||acido 1,2-benzendicarbossilico, alchil esteri di-C9-11-ramificati e lineari, arricchiti in C10||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.391_V0|68516-20-1|68516-20-1|Nafta (petrolio), tagli aromatici medi di steam cracking; Nafta con basso punto di ebollizione - non specificata; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di steam cracking. È costituita in pr|C|0|1|||||||Nafta (petrolio), tagli aromatici medi di steam cracking; Nafta con basso punto di ebollizione - non specificata||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.392_V0|68527-16-2|68527-16-2|Idrocarburi, C1-3; Gas di petrolio; Combinazione complessa di idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C1-C3 e con punto di ebollizione nell'intervallo -164°C a -42°C ca. (da -263°F a -44°F).|C|0|1|||||||Idrocarburi, C1-3; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.393_V0|68527-18-4|68527-18-4|Gasoli (petrolio), crackizzati con vapore d'acqua; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti provenienti da un processo di cracking con vapore d'acqua. E' costituita da idrocarburi con numero di atomi di carbonio prevale|C|0|1|||||||Gasoli (petrolio), crackizzati con vapore d'acqua||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.394_V0|68527-19-5|68527-19-5|Idrocarburi, C 1-4, frazione debutanizzatore; Gas di petrolio.|C|0|1|||||||Idrocarburi, C 1-4, frazione debutanizzatore||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.395_V0|68527-27-5|68527-27-5|Nafta (petrolio), ad ampio intervallo di ebollizione, di alchilazione, contenente butano; Nafta modificata con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti di reazione di isobutano con idrocarbur|C|0|1|||||||Nafta (petrolio), ad ampio intervallo di ebollizione, di alchilazione, contenente butano; Nafta modificata con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.396_V0|68603-00-9|68603-00-9|Distillati (petrolio), nafta e gasolio di cracking termico; Combinazione complessa di idrocarburi ottenuta per distillazione di nafta e/o gasolio di cracking termico. È costituita in prevalenza da idrocarburi olefinici con numero di atomi di carbonio C5 e|C|0|1|||||||Distillati (petrolio), nafta e gasolio di cracking termico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.397_V0|68603-01-0|68603-01-0|Distillati (petrolio), nafta e gasolio di cracking termico, contenenti dimeri di C5;Nafta di cracking termico con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta per distillazione estrattiva di nafta e/o gasolio di cracking term|C|0|1|||||||Distillati (petrolio), nafta e gasolio di cracking termico, contenenti dimeri di C5;Nafta di cracking termico con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.398_V0|68606-10-0|68606-10-0|Benzina, pirolisi, frazioni residue del debutanizzatore; Nafta con basso punto di ebollizione - non specificata; Combinazione complessa di idrocarburi ottenuta dal frazionamento di residui del depropanizzatore. È costituita da idrocarburi con numero di at|C|0|1|||||||Benzina, pirolisi, frazioni residue del debutanizzatore; Nafta con basso punto di ebollizione - non specificata||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.399_V0|68606-11-1|68606-11-1|Benzina, prima distillazione, da impianto di topping; Combinazione complessa di idrocarburi prodotta dall'impianto di topping per distillazione del grezzo. Ha intervallo di ebollizione 36,1°C - 193,3°C ca. (da 97°F a 380°F); Nafta con basso punto di eboll|C|0|1|||||||Benzina, prima distillazione, da impianto di topping; Combinazione complessa di idrocarburi prodotta dall'impianto di topping per distillazione del grezzo. Ha intervallo di ebollizione 36,1Â°C - 193,3Â°C ca. (da 97Â°F a 380Â°F)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.400_V0|68607-30-7|68607-30-7|Residui (petrolio), impianto di topping, basso tenore di zolfo; Combinazione complessa di idrocarburi a basso contenuto di zolfo ottenuta come frazione residua di distillazione del grezzo nell'impianto di topping. E' il residuo che rimane dopo separazione|C|0|1|||||||Residui (petrolio), impianto di topping, basso tenore di zolfo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.401_V0|68783-04-0|68783-04-0|Estratti (petrolio), con solvente, da distillato paraffinico pesante raffinato con solvente; Combinazione complessa di idrocarburi ottenuta come estratto dalla riestrazione di un distillato paraffinico pesante raffinato con solvente. E’ costituita da idro|C|0|1|||||||Estratti (petrolio), con solvente, da distillato paraffinico pesante raffinato con solvente||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.402_V0|68783-07-3|68783-07-3|Gas (petrolio), miscela di raffineria; Combinazione complessa ottenuta da vari processi di raffineria. È costituita da idrogeno, idrogeno solforato e idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C1 -C5; Gas di petrolio.|C|0|1|||||||Gas (petrolio), miscela di raffineria; Combinazione complessa ottenuta da vari processi di raffineria. Ãˆ costituita da idrogeno, idrogeno solforato e idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C1 -C5||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.403_V0|68783-08-4|68783-08-4|Gasoli (petrolio), pesanti, distillazione atmosferica; Combinazione complessa di idrocarburi ottenuta per distillazione del petrolio grezzo. E' costituita prevalentemente da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervallo C7-C3|C|0|1|||||||Gasoli (petrolio), pesanti, distillazione atmosferica||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.404_V0|68783-12-0|68783-12-0|Nafta (petrolio), non addolcita; Combinazione complessa di idrocarburi ottenuta dalla distillazione di correnti di nafta provenienti da vari processi di raffineria. È costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell'intervall|C|0|1|||||||Nafta (petrolio), non addolcita||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.405_V0|68783-65-3|68783-65-3|Gas (petrolio), C2-4, addolciti; Gas petrolio; Combinazione complessa di idrocarburi ottenuta sottoponendo un distillato di petrolio ad un processo di addolcimento per convertire i mercaptani o eliminare impurezze acide. È costituita in prevalenza da idro|C|0|1|||||||Gas (petrolio), C2-4, addolciti; Gas petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.406_V0|68783-66-4|68783-66-4|Nafta (petrolio), frazione leggera, addolcita; Combinazione complessa di idrocarburi ottenuta sottoponendo un distillato di petrolio ad un processo di addolcimento per convertire i mercaptani o eliminare impurezze acide. È costituita in prevalenza da idro|C|0|1|||||||Nafta (petrolio), frazione leggera, addolcita||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.407_V0|68814-89-1|68814-89-1|Estratti (petrolio), distillati paraffinici pesanti, deasfaltati con solvente; Estratto aromatico distillato (trattato); Combinazione complessa di idrocarburi ottenuta come estratto da una estrazione con solvente di distillato paraffinico pesante.|C|0|1|||||||Estratti (petrolio), distillati paraffinici pesanti, deasfaltati con solvente; Estratto aromatico distillato (trattato)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.408_V0|68815-21-4|68815-21-4|Acidi di catrame, cresilici, sali di sodio, soluzioni caustiche; Estratto alcalinico.|C|0|1|||||||Acidi di catrame, cresilici, sali di sodio, soluzioni caustiche||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.409_V0|688-73-3|688-73-3|Tributilstagno|C|0|1|||||||Tributilstagno||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.410_V0|68918-99-0|68918-99-0|Combinazione complessa di idrocarburi prodotta con il frazionamento del petrolio grezzo. È costituita da idrocarburi alifatici saturi con numero di atomi di carbonio prevalentemente nell'intervallo C1-C5; Gas (petrolio), dal frazionamento del grezzo; Gas |C|0|1|||||||Combinazione complessa di idrocarburi prodotta con il frazionamento del petrolio grezzo. Ãˆ costituita da idrocarburi alifatici saturi con numero di atomi di carbonio prevalentemente nell'intervallo C1-C5; Gas (petrolio), dal frazionamento del grezzo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.411_V0|68919-00-6|68919-00-6|Gas (petrolio), dal deesanizzatore; Gas di petrolio; Combinazione complessa di idrocarburi ottenuta con il frazionamento di correnti combinate di nafta. È costituita da idrocarburi alifatici saturi con numero di atomi di carbonio prevalentemente nell'inte|C|0|1|||||||Gas (petrolio), dal deesanizzatore; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.412_V0|68921-08-4|68921-08-4|Distillati (petrolio), frazioni di testa dalla stabilizzazione per frazionamento di benzina leggera di prima distillazione; Nafta con basso punto di ebollizione; Combinazione complessa di idrocarburi ottenuta con il frazionamento di benzina leggera di pri|C|0|1|||||||Distillati (petrolio), frazioni di testa dalla stabilizzazione per frazionamento di benzina leggera di prima distillazione; Nafta con basso punto di ebollizione||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.413_V0|68952-76-1|68952-76-1|Gas (petrolio), da debutanizzatore di nafta crackizzata cataliticamente; Gas di petrolio; Combinazione complessa di idrocarburi ottenuta dal frazionamento di nafta di cracking catalitico. È costituita da idrocarburi con numero di atomi di carbonio prevale|C|0|1|||||||Gas (petrolio), da debutanizzatore di nafta crackizzata cataliticamente; Gas di petrolio||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.414_V0|68953-84-4|68953-84-4|1,4-benzendiammina, N,N`-misti derivati fenilici e tolilici|C|0|1|||||||1,4-benzendiammina, N,N`-misti derivati fenilici e tolilici||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.415_V0|68955-27-1|68955-27-1|Distillati (petrolio), sotto vuoto, residui di petrolio; Combinazione complessa di idrocarburi prodotta per distillazione sotto vuoto del residuo di distillazione atmosferica del grezzo; Olio combustibile denso.|C|0|1|||||||Distillati (petrolio), sotto vuoto, residui di petrolio; Combinazione complessa di idrocarburi prodotta per distillazione sotto vuoto del residuo di distillazione atmosferica del grezzo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.416_V0|68955-29-3|68955-29-3|Distillati (petrolio), leggeri, da cracking termico, aromatici debutanizzati; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti di cracking termico. È costituita in prevalenza da idrocarburi aromatici, principalmente benzene; Na|C|0|1|||||||Distillati (petrolio), leggeri, da cracking termico, aromatici debutanizzati; Combinazione complessa di idrocarburi ottenuta per distillazione di prodotti di cracking termico. Ãˆ costituita in prevalenza da idrocarburi aromatici, principalmente benzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.417_V0|68955-35-1|68955-35-1|Nafta (petrolio), da reforming catalitico; Combinazione complessa di idrocarburi ottenuta con la distillazione di prodotti provenienti da un processo di reforming catalitico. È costituita da idrocarburi con numero di atomi di carbonio prevalentemente nell|C|0|1|||||||Nafta (petrolio), da reforming catalitico||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.418_V0|693-36-7|693-36-7|3,3`-tiodipropionato di diottadecile|C|0|1|||||||3,3`-tiodipropionato di diottadecile||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.419_V0|70592-76-6|70592-76-6|Distillati (petrolio), tagli intermedi sotto vuoto; Combinazione complessa di idrocarburi prodotta per distillazione sotto vuoto del residuo della distillazione atmosferica del petrolio grezzo. E' costituita da idrocarburi con numero di atomi di carbonio |C|0|1|||||||Distillati (petrolio), tagli intermedi sotto vuoto||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.420_V0|70592-78-8|70592-78-8|Distillati (petrolio), sotto vuoto; Combinazione complessa di idrocarburi prodotta per distillazione sotto vuoto del residuo della distillazione atmosferica del petrolio grezzo. E' costituita da idrocarburi con numero di atomi di carbonio prevalentemente |C|0|1|||||||Distillati (petrolio), sotto vuoto||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.421_V0|7085-19-0|7085-19-0|mecoprop (ISO); (RS)-acido-2-(4-cloro-o-tolilossi)-propionico|C|0|1|||||||mecoprop (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.422_V0|709-98-8|709-98-8|Propanil (ISO); 3',4'-dicloropropionanilide|C|0|1|||||||Propanil (ISO)||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.423_V0|71-23-8|71-23-8|Propan-1-olo; n-propanolo|C|0|1|||||||Propan-1-olo||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.424_V0|71-43-2|71-43-2|benzene|C|0|1|||||||benzene||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.425_V0|71-55-6|71-55-6|1,1,1-tricloroetano; metilcloroformio|C|0|1|||||||1,1,1-tricloroetano||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.426_V0|71786-60-2|71786-60-2|Etanolo, 2,2'-iminobis-, N-C12-18-alchil derivati|C|0|1|||||||Etanolo, 2,2'-iminobis-, N-C12-18-alchil derivati||||01/01/2007 00:00|
spisal.esposti.sostanze.ncas.427_V0|71888-89-6|71888-89-6|esteri alchilici C6-8 ramificati, ricchi di C7 ; acido 1,2-benzenedicarbossilico|C|0|1|||||||esteri alchilici C6-8 ramificati, ricchi di C7||||01/01/2007 00:00|
