#CODEVALUEMODEL=CodeValueLaw|CODESYSTEMID=Legge81|CODESYSTEMNAME=Legge81|CODESYSTEMDISPLAYNAME=Legge81|VERSION=0|DESCRIPTION=Legge 81|LANGUAGE=it|AUTHORITYNAME=Insiem Mercato SpA|AUTHORITYDESCRIPTION=Insiem Mercato SpA|AUTHORITYCONTACTINFORMATION=Insiem Mercato SpA|VALIDFROM=31/07/2013 12:00
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Arresto]|EXTENSION[Classificazione]|EXTENSION[CodiceContravventore]|EXTENSION[Comma]|EXTENSION[Corpo]|EXTENSION[DescrizioneContravventore]|EXTENSION[ImportoMax]|EXTENSION[ImportoMin]|EXTENSION[Lettera]|EXTENSION[NotaContravventore]|EXTENSION[NotaPrescrizione]|EXTENSION[NotaViolazione]|EXTENSION[SanzionatoDa]|EXTENSION[Sanzione]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|VALID FROM|VALID TO
7639.9.2.2.26657|26657237|237 - 1 - e - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro provvede alla regolare e sistematica pulitura dei locali, delle attrezzature e degli impianti -|Datori di lavoro e dirigenti|7014,4|2740|e||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26658|26658237|237 - 1 - f - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro elabora procedure per i casi di emergenza che possono comportare esposizioni elevate -|Datori di lavoro e dirigenti|7014,4|2740|f||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26659|26659237|237 - 1 - g - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro assicura che gli agenti cancerogeni o mutageni sono conservati, manipolati, trasportati in condizioni di sicurezza -|Datori di lavoro e dirigenti|7014,4|2740|g||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26660|26660237|237 - 1 - h - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro assicura che la raccolta e l'immagazzinamento, ai fini dello smaltimento degli scarti e dei residui delle lavorazioni contenenti agenti cancerogeni, avvengano in condizioni di sicurezza, in particolare utilizzando contenitori ermetici etichettati in modo chiaro, netto, visibile -|Datori di lavoro e dirigenti|7014,4|2740|h||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26661|26661237|237 - 1 - i - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro dispone, su conforme parere del medico competente, misure protettive particolari con quelle categorie di lavoratori per i quali l'esposizione a taluni agenti cancerogeni o mutageni presenta rischi particolarmente elevati.|Datori di lavoro e dirigenti|7014,4|2740|i||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26662|26662238|238 - 1 - a - Misure tecniche|Misure tecniche|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro assicura che i lavoratori dispongano di servizi igienici appropriati ed adeguati -|Datori di lavoro e dirigenti|7014,4|2740|a||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26671|26671235|235 - 1 -  - Sostituzione e riduzione|Sostituzione e riduzione|C|0|1||arresto sino a 2 mesi||P|1|Il datore di lavoro evita o riduce l'utilizzazione di un agente cancerogeno o mutageno sul luogo di lavoro in particolare sostituendolo, se tecnicamente possibile, con una sostanza o un preparato o un procedimento che nelle condizioni in cui viene utilizzato non risulta nocivo o risulta meno nocivo per la salute e la sicurezza dei lavoratori.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.2.26672|26672236|236 - 3 -  - Valutazione del rischio|Valutazione del rischio|C|0|1||arresto sino a due mesi||P|3|Il datore di lavoro, in relazione ai risultati della valutazione di cui al comma 1, adotta le misure preventive e protettive del presente capo, adattandole alle particolarità delle situazioni lavorative.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.2.26673|26673236|236 - 3 -  - Valutazione del rischio|Valutazione del rischio|C|0|1||arresto da tre a sei mesi||D|3|Il datore di lavoro, in relazione ai risultati della valutazione di cui al comma 1, adotta le misure preventive e protettive del presente capo, adattandole alle particolarità delle situazioni lavorative.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 262-1-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26674|26674239|239 - 1 - a - Informazione e formazione|Informazione e formazione|C|0|1||arresto fino a un mese||P|1|Il datore di lavoro fornisce ai lavoratori, sulla base delle conoscenze disponibili, informazioni ed istruzioni, in particolare per quanto riguarda: gli agenti cancerogeni o mutageni presenti nei cicli lavorativi, la loro dislocazione, i rischi per la salute connessi al loro impiego, ivi compresi i rischi supplementari dovuti al fumare -|Preposti|1096|274|a||||Articolo 263-1-b|ammenda da 274 a 1096 euro||||03/12/2013 16:29|
7639.9.2.2.26675|26675239|239 - 4 -  - Informazione e formazione|Informazione e formazione|C|0|1||arresto fino a un mese||P|4|Il datore di lavoro provvede inoltre affinch‚ gli impianti, i contenitori, gli imballaggi contenenti agenti cancerogeni o mutageni siano etichettati in maniera chiaramente leggibile e comprensibile. I contrassegni utilizzati e le altre indicazioni devono essere conformi al disposto dei decreti legislativi 3 febbraio 1997, n. 52, e 14 marzo 2003, n. 65, e successive modificazioni.|Preposti|1096|274|||||Articolo 263-1-b|ammenda da 274 a 1096 euro||||03/12/2013 16:29|
7639.9.2.2.26676|26676240|240 - 1 -  - Esposizione non prevedibile|Esposizione non prevedibile|C|0|1||arresto sino a due mesi||P|1|Qualora si verifichino eventi non prevedibili o incidenti che possono comportare un'esposizione anomala dei lavoratori ad agenti cancerogeno o mutageni, il datore di lavoro adotta quanto prima misure appropriate per identificare e rimuovere la causa dell'evento e ne informa i lavoratori e il rappresentante per la sicurezza.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.2.26730|26730237|237 - 1 - b - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro limita al minimo possibile il numero dei lavoratori esposti o che possono essere esposti ad agenti cancerogeni o mutageni, anche isolando le lavorazioni in aree predeterminate provviste di adeguati segnali di avvertimento e di sicurezza, compresi i segnali vietato fumare, ed accessibili soltanto ai lavoratori che debbono recarvisi per motivi connessi con la loro mansione o con la loro funzione. In dette aree è fatto divieto di fumare -|Datori di lavoro e dirigenti|7014,4|2740|b||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26731|26731237|237 - 1 - c - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro progetta, programma e sorveglia le lavorazioni in modo che non vi è emissione di agenti cancerogeni o mutageni nell'aria. Se ciò non è tecnicamente possibile, l'eliminazione degli agenti cancerogeni o mutageni deve avvenire il pi— vicino possibile al punto di emissione mediante aspirazione localizzata, nel rispetto dell'articolo 18, comma 1, lettera q). L'ambiente di lavoro deve comunque essere dotato di un adeguato sistema di ventilazione generale -|Datori di lavoro e dirigenti|7014,4|2740|c||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26732|26732237|237 - 1 - d - Misure tecniche, organizzative, procedurali|Misure tecniche, organizzative, procedurali|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro provvede alla misurazione di agenti cancerogeni o mutageni per verificare l'efficacia delle misure di cui alla lettera c) e per individuare precocemente le esposizioni anomale causate da un evento non prevedibile o da un incidente, con metodi di campionatura e di misurazione conformi alle indicazioni dell' ALLEGATO XLI del presente decreto legislativo -|Datori di lavoro e dirigenti|7014,4|2740|d||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26805|26805238|238 - 1 - b - Misure tecniche|Misure tecniche|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro dispone che i lavoratori abbiano in dotazione idonei indumenti protettivi da riporre in posti separati dagli abiti civili -|Datori di lavoro e dirigenti|7014,4|2740|b||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26806|26806238|238 - 1 - c - Misure tecniche|Misure tecniche|C|0|1||arresto da tre a sei mesi||DD|1|Il datore di lavoro provvede affinch‚ i dispositivi di protezione individuale siano custoditi in luoghi determinati, controllati e puliti dopo ogni utilizzazione, provvedendo altresì a far riparare o sostituire quelli difettosi o deteriorati, prima di ogni nuova utilizzazione.|Datori di lavoro e dirigenti|7014,4|2740|c||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.26807|26807238|238 - 2 -  - Misure tecniche|Misure tecniche|C|0|1||||CH|2|Nelle zone di lavoro di cui all'articolo 237, comma 1, lettera b), è vietato assumere cibi e bevande, fumare, conservare cibi destinati al consumo umano, usare pipette a bocca e applicare cosmetici.|Chiunque|493,2|109,6|||||Articolo 264-bis-1|sanzione amministrativa pecuniaria da 109,6 a 493,2 euro||||03/12/2013 16:29|
7639.9.2.2.26808|26808239|239 - 1 - a - Informazione e formazione|Informazione e formazione|C|0|1||arresto fino a sei mesi||DD|1|Il datore di lavoro fornisce ai lavoratori, sulla base delle conoscenze disponibili, informazioni ed istruzioni, in particolare per quanto riguarda: gli agenti cancerogeni o mutageni presenti nei cicli lavorativi, la loro dislocazione, i rischi per la salute connessi al loro impiego, ivi compresi i rischi supplementari dovuti al fumare -|Datori di lavoro e dirigenti|4384|2192|a||||Articolo 262-2-b|ammenda da 2192 a 4384 euro||||03/12/2013 16:29|
7639.9.2.2.27535|27535240|240 - 1 -  - Esposizione non prevedibile|Esposizione non prevedibile|C|0|1||arresto da tre a sei mesi||DD|1|Qualora si verifichino eventi non prevedibili o incidenti che possono comportare un'esposizione anomala dei lavoratori ad agenti cancerogeno o mutageni, il datore di lavoro adotta quanto prima misure appropriate per identificare e rimuovere la causa dell'evento e ne informa i lavoratori e il rappresentante per la sicurezza.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.27536|27536240|240 - 2 -  - Esposizione non prevedibile|Esposizione non prevedibile|C|0|1||arresto sino a due mesi||P|2|I lavoratori devono abbandonare immediatamente l'area interessata, cui possono accedere soltanto gli addetti agli interventi di riparazione ed ad altre operazioni necessarie, indossando idonei indumenti protettivi e dispositivi di protezione delle vie respiratorie, messi a loro disposizione dal datore di lavoro. In ogni caso l'uso dei dispositivi di protezione non può essere permanente e la sua durata, per ogni lavoratore, è limitata al tempo strettamente necessario.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.2.27537|27537240|240 - 2 -  - Esposizione non prevedibile|Esposizione non prevedibile|C|0|1||arresto da tre a sei mesi||DD|2|I lavoratori devono abbandonare immediatamente l'area interessata, cui possono accedere soltanto gli addetti agli interventi di riparazione ed ad altre operazioni necessarie, indossando idonei indumenti protettivi e dispositivi di protezione delle vie respiratorie, messi a loro disposizione dal datore di lavoro. In ogni caso l'uso dei dispositivi di protezione non può essere permanente e la sua durata, per ogni lavoratore, è limitata al tempo strettamente necessario.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.2.27538|27538241|241 - 1 - a - Operazioni lavorative particolari|Operazioni lavorative particolari|C|0|1||arresto sino a due mesi||P|1|Per le operazioni lavorative, quale quella di manutenzione, per le quali è prevedibile, nonostante l'adozione di tutte le misure di prevenzione tecnicamente applicabili, un'esposizione rilevante dei lavoratori addetti ad agenti cancerogeno o mutageni, il datore di lavoro previa consultazione del rappresentante per la sicurezza: dispone che soltanto tali lavoratori hanno accesso alle suddette aree anche provvedendo, ove tecnicamente possibile, all'isolamento delle stesse ed alla loro identificazione mediante appositi contrassegni -|Preposti|1753,6|438,4|a||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.3_V0|923|SEZIONE III - SORVEGLIANZA SANITARIA|SEZIONE III - SORVEGLIANZA SANITARIA|S|0|1||||||||||||||||||SEZIONE III - SORVEGLIANZA SANITARIA|10/11/2016 13:08|
7639.9.2.3.25983|25983242|242 - 1 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto da tre a sei mesi||DD|1|I lavoratori per i quali la valutazione di cui all'articolo 236 ha evidenziato un rischio per la salute sono sottoposti a sorveglianza sanitaria.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.3.25984|25984242|242 - 2 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto da tre a sei mesi||DD|2|Il datore di lavoro, su conforme parere del medico competente, adotta misure preventive e protettive per i singoli lavoratori sulla base delle risultanze degli esami clinici e biologici effettuati.|Datori di lavoro e dirigenti|7014,4|2740|||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.3.25985|25985242|242 - 3 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1|||||3|Le misure di cui al comma 2 possono comprendere l'allontanamento del lavoratore secondo le procedure dell'articolo 42.|||||||||||||03/12/2013 16:29|
7639.9.2.3.26733|26733243|243 - 4 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||||DD|4|In caso di cessazione del rapporto di lavoro, il datore di lavoro invia all'ISPESL, per il tramite del medico competente, la cartella sanitaria e di rischio del lavoratore interessato unitamente alle annotazioni individuali contenute nel registro e, secondo le previsioni dell'articolo 25 del presente decreto, ne consegna copia al lavoratore stesso.|Datori di lavoro e dirigenti|1972,8|548|||||Articolo 262-2-d|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.9.2.3.27422|27422244|244 - 2 -  - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||2|I medici e le strutture sanitari pubbliche e private, nonch‚ gli istituti previdenziali ed assicurativi pubblici o privati, che identificano casi di neoplasie da loro ritenute attribuibili ad esposizioni lavorative ad agenti cancerogeni, ne danno segnalazione all'ISPESL, tramite i Centri operativi regionali (COR) di cui al comma1, trasmettendo le informazioni di cui al decreto del Presidente del Consiglio dei Ministri 10 dicembre 2002, n. 308, che regola le modalità di tenuta del registro, di raccolta e trasmissione delle informazioni.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27539|27539242|242 - 1 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto sino a due mesi||P|1|I lavoratori per i quali la valutazione di cui all'articolo 236 ha evidenziato un rischio per la salute sono sottoposti a sorveglianza sanitaria.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.3.27540|27540242|242 - 2 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto sino a due mesi||P|2|Il datore di lavoro, su conforme parere del medico competente, adotta misure preventive e protettive per i singoli lavoratori sulla base delle risultanze degli esami clinici e biologici effettuati.|Preposti|1753,6|438,4|||||Articolo 263-1-a|ammenda da 438,4 a 1753,6 euro||||03/12/2013 16:29|
7639.9.2.3.27577|27577244|244 - 3 - a - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||3|Presso l'ISPESL è costituito il registro nazionale dei casi di neoplasia di sospetta origine professionale, con sezioni rispettivamente dedicate : ai casi di mesotelioma, sotto la denominazione di Registro nazionale dei mesoteliomi (ReNaM) -||||a|||||||||03/12/2013 16:29|
7639.9.2.3.27578|27578244|244 - 3 - b - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||3|Presso l'ISPESL è costituito il registro nazionale dei casi di neoplasia di sospetta origine professionale, con sezioni rispettivamente dedicate : ai casi di neoplasie delle cavità nasali e dei seni paranasali, sotto la denominazione di Registro nazionale dei tumori nasali e sinusali (ReNaTuNS) -||||b|||||||||03/12/2013 16:29|
7639.9.2.3.27579|27579244|244 - 4 -  - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||4|LL'ISPESL rende disponibili al Ministero del lavoro, della salute e delle politiche sociali, al Ministero del lavoro, della salute e delle politiche sociali, all'INAIL ed alle regioni e province autonome i risultati del monitoraggio con periodicità annuale.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27580|27580244|244 - 3 - c - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||3|Presso l'ISPESL è costituito il registro nazionale dei casi di neoplasia di sospetta origine professionale, con sezioni rispettivamente dedicate : ai casi di neoplasie a pi— bassa frazione eziologia riguardo alle quali, tuttavia, sulla base dei sistemi di elaborazione ed analisi dei dati di cui al comma 1, siano stati identificati cluster di casi possibilmente rilevanti ovvero eccessi di incidenza ovvero di mortalità di possibile significatività epidemiologica in rapporto a rischi occupazionali.||||c|||||||||03/12/2013 16:29|
7639.9.2.3.27581|27581244|244 - 5 -  - Registrazione dei tumori|Registrazione dei tumori|C|0|1|||||5|I contenuti, le modalità di tenuta, raccolta e trasmissione delle informazioni e di realizzazione complessiva dei sistemi di monitoraggio di cui ai commi 1 e 3 sono determinati dal Ministero del lavoro, della salute e delle politiche sociali, d'intesa con le regioni e province autonome.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27582|27582245|245 - 1 -  - Adeguamenti normativi|Adeguamenti normativi|C|0|1|||||1|La Commissione consultiva tossicologica nazionale individua periodicamente le sostanze cancerogene, mutagene e tossiche per la riproduzione che, pur non essendo classificate ai sensi del decreto legislativo 3 febbraio 1997, n. 52, rispondono ai criteri di classificazione ivi stabiliti e fornisce consulenza ai Ministreri del lavoro, della salute e delle politiche sociali, su richiesta, in tema di classificazione di agenti chimici pericolosi.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27583|27583245|245 - 2 - a - Adeguamenti normativi|Adeguamenti normativi|C|0|1|||||2|Con decreto dei Ministri del lavoro, della salute e delle politiche sociali, sentita la commissione consultiva permanente e la Commissione consultiva tossicologica nazionale: sono aggiornati gli allegati XLII e XLIII in funzione del progresso tecnico, dell' evoluzione di normative e specifiche comunitarie o internazionali e delle conoscenze nel settore degli agenti cancerogeni o mutageni -||||a|||||||||03/12/2013 16:29|
7639.9.2.3.27584|27584245|245 - 2 - b - Adeguamenti normativi|Adeguamenti normativi|C|0|1|||||2|Con decreto dei Ministri del lavoro, della salute e delle politiche sociali, sentita la commissione consultiva permanente e la Commissione consultiva tossicologica nazionale: è pubblicato l'elenco delle sostanze in funzione dell'individuazione effettuata ai sensi del comma 1.||||b|||||||||03/12/2013 16:29|
7639.9.2.3.27632|27632242|242 - 5 - b - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto da tre a sei mesi||DD|5|A seguito dell'informazione di cui al comma 4 il datore di lavoro effettua ove sia tecnicamente possibile, una misurazione della concentrazione dell'agente in aria e comunque dell'esposizione all'agente, considerando tutte le circostanze e le vie di esposizione possibilmente rilevanti per verificare l'efficacia delle misure adottate.|Datori di lavoro e dirigenti|7014,4|2740|b||||Articolo 262-2-a|ammenda da 2740 a 7014,4 euro||||03/12/2013 16:29|
7639.9.2.3.27633|27633243|243 - 2 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||arresto fino a un mese||M|2|Il medico competente, per ciascuno dei lavoratori di cui all'articolo 242, provvede ad istituire e aggiornare una cartella sanitaria e di rischio secondo quanto previsto dall'articolo 25, comma 1, lettera c).|Medico competente|876,8|219,2|||||Articolo 264-1-b|ammenda da 219,2 a 876,8 euro||||03/12/2013 16:29|
7639.9.2.3.27725|27725242|242 - 4 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1||arresto fino a due mesi||M|4|Ove gli accertamenti sanitari abbiano evidenziato, nei lavoratori esposti in modo analogo ad uno stesso agente, l'esistenza di una anomalia imputabile a tale esposizione, il medico competente ne informa il datore di lavoro.|Medico competente|1315,2|328,8|||||Articolo 264-1-a|ammenda da 328,8 a 1315,2 euro||||03/12/2013 16:29|
7639.9.2.3.27726|27726242|242 - 5 - a - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1|||||5|A seguito dell'informazione di cui al comma 4 il datore di lavoro effettua una nuova valutazione del rischio in conformit… all'articolo 236 -||||a|||||||||03/12/2013 16:29|
7639.9.2.3.27727|27727242|242 - 6 -  - Accertamenti sanitari e norme preventive e protettive specifiche|Accertamenti sanitari e norme preventive e protettive specifiche|C|0|1|||||6|Il medico competente fornisce ai lavoratori adeguate informazioni sulla sorveglianza sanitaria cui sono sottoposti, con particolare riguardo all'opportunità di sottoporsi ad accertamenti sanitari anche dopo la cessazione dell'attività lavorativa.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27728|27728243|243 - 3 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||||DD|3|Il datore di lavoro comunica ai lavoratori interessati, su richiesta, le relative annotazioni individuali contenute nel registro di cui al comma 1 e, tramite il medico competente, i dati della cartella sanitaria e di rischio.|Datori di lavoro e dirigenti|1972,8|548|||||Articolo 262-2-d|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.9.2.3.27729|27729243|243 - 5 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||||DD|5|In caso di cessazione di attività dell'azienda, il datore di lavoro consegna il registro di cui al comma 1 e le cartelle sanitarie e di rischio all'ISPESL.|Datori di lavoro e dirigenti|1972,8|548|||||Articolo 262-2-d|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.9.2.3.27730|27730243|243 - 6 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||||DD|6|Le annotazioni individuali contenute nel registro di cui al comma 1 e le cartelle sanitarie e di rischio sono conservate dal datore di lavoro almeno fino a risoluzione del rapporto di lavoro e dall'ISPESL fino a quarant'anni dalla cessazione di ogni attività che espone ad agenti cangerogeni o mutageni.|Datori di lavoro e dirigenti|1972,8|548|||||Articolo 262-2-d|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.9.2.3.27731|27731243|243 - 7 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||7|I registri di esposizione, le annotazioni individuali e le cartelle sanitarie e di rischio sono custoditi e trasmessi con salvaguardia del segreto professionale e del trattamento dei dati personali e nel rispetto del decreto legislativo 30 giugno 2003, n. 196, e successive modificazioni.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27732|27732243|243 - 8 - a - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1||||DD|8|Il datore di lavoro, in caso di esposizione del lavoratore ad agenti cancerogeni, oltre a quanto previsto ai commi da 1 a 7 consegna copia del registro di cui al comma 1 all'ISPESL ed all'organo di vigilanza competente per territorio, e comunica loro ogni tre anni, e comunque ogni qualvolta i medesimi ne facciano richiesta, le variazioni intervenute -|Datori di lavoro e dirigenti|1972,8|548|a||||Articolo 262-2-d|sanzione amministrativa pecuniaria da 548 a 1972,8 euro||||03/12/2013 16:29|
7639.9.2.3.27733|27733243|243 - 8 - b - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||8|Il datore di lavoro, in caso di esposizione del lavoratore ad agenti cancerogeni, oltre a quanto previsto ai commi da 1 a 7 consegna, a richiesta, all'Istituto superiore di sanità copia del registro di cui al comma 1 -||||b|||||||||03/12/2013 16:29|
7639.9.2.3.27734|27734243|243 - 8 - c - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||8|Il datore di lavoro, in caso di esposizione del lavoratore ad agenti cancerogeni, oltre a quanto previsto ai commi da 1 a 7 in caso di cessazione di attività dell'azienda, consegna copia del registro di cui al comma 1 all'organo di vigilanza competente per territorio -||||c|||||||||03/12/2013 16:29|
7639.9.2.3.27735|27735243|243 - 10 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||10|L'ISPESL trasmette annualmente al Ministero del lavoro, della salute e delle politiche sociali dati di sintesi relativi al contenuto dei registri di cui al comma 1 ed a richiesta li rende disponibili alle regioni.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27736|27736243|243 - 1 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||1|I lavoratori di cui all'articolo 242 sono iscritti in un registro nel quale è riportata, per ciascuno di essi, l'attività svolta, l'agente cancerogeno o mutageno utilizzato e, ove noto, il valore dell'esposizione a tale agente. Detto registro è istituito ed aggiornato dal datore di lavoro che ne cura la tenuta per il tramite del medico competente. Il responsabile del servizio di prevenzione ed i rappresentanti per la sicurezza hanno accesso a detto registro.|||||||||||||03/12/2013 16:29|
7639.9.2.3.27737|27737243|243 - 8 - d - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||8|Il datore di lavoro, in caso di esposizione del lavoratore ad agenti cancerogeni, oltre a quanto previsto ai commi da 1 a 7 in caso di assunzione di lavoratori che hanno in precedenza esercitato attività con esposizione ad agenti cancerogeni, il datore di lavoro chiede all'ISPESL copia delle annotazioni individuali contenute nel registro di cui al comma 1, nonchè copia della cartella sanitaria e di rischio, qualora il lavoratore non ne sia in possesso ai sensi del comma 4.||||d|||||||||03/12/2013 16:29|
7639.9.2.3.27738|27738243|243 - 9 -  - Registro di esposizione e cartelle sanitarie|Registro di esposizione e cartelle sanitarie|C|0|1|||||9|I modelli e le modalità di tenuta del registro e delle cartelle sanitarie e di rischio sono determinati dal decreto del Ministro del lavoro, della salute e delle politiche sociali 12 luglio 2007, n. 155, ed aggiornati con decreto dello stesso Ministro, adottato di concerto con il Ministro del lavoro, della salute e delle politiche sociali e con il Ministro per le riforme e le innovazioni nella pubblica amministrazione, sentita la commissione consultiva permanente.|||||||||||||03/12/2013 16:29|
