#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=0|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[classification]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
17.872.7.2_V0|872.72|872.72|Ferita degli ossicini, con complicazioni|C|0|1|||||Ferita degli ossicini, con complicazioni||22/04/2010 17:44|
17.872.7.3_V0|872.73|872.73|Ferita delle tube di Eustachio, con complicazioni|C|0|1|||||Ferita delle tube di Eustachio, con complicazioni||22/04/2010 17:44|
17.872.7.4_V0|872.74|872.74|Ferita della chiocciola, con complicazioni|C|0|1|||||Ferita della chiocciola, con complicazioni||22/04/2010 17:44|
17.872.7.9_V0|872.79|872.79|Ferita di altre parti specificate dell’orecchio, altro e siti multipli, con complicazioni|C|0|1|||||Ferita di altre parti specificate dell’orecchio, altro e siti multipli, con complicazioni||22/04/2010 17:44|
17.872.8_V0|872.8|872.8|Ferita dell’orecchio, parte non specificata, senza menzione di complicazioni|C|0|1|||||Ferita dell’orecchio, parte non specificata, senza menzione di complicazioni||22/04/2010 17:44|
17.872.9_V0|872.9|872.9|Ferita dell’orecchio, parte non specificata, con complicazioni|C|0|1|||||Ferita dell’orecchio, parte non specificata, con complicazioni||22/04/2010 17:44|
17.873_V0|873|873|Altre ferite della testa|S|0|1|||||Altre ferite della testa||22/04/2010 17:44|
17.873.0_V0|873.0|873.0|Altre ferite del cuoio capelluto senza menzione di complicazioni|C|0|1|||||Altre ferite del cuoio capelluto senza menzione di complicazioni||22/04/2010 17:44|
17.873.1_V0|873.1|873.1|Altre ferite del cuoio capelluto, con complicazioni|C|0|1|||||Altre ferite del cuoio capelluto, con complicazioni||22/04/2010 17:44|
17.873.2_V0|873.2|873.2|Altre ferite del naso, senza menzione di complicazioni|S|0|1|||||Altre ferite del naso, senza menzione di complicazioni||22/04/2010 17:44|
17.873.2.0_V0|873.20|873.20|Altre ferite del naso, sito non specificato, senza menzione di complicazioni|C|0|1|||||Altre ferite del naso, sito non specificato, senza menzione di complicazioni||22/04/2010 17:44|
17.873.2.1_V0|873.21|873.21|Altre ferite del setto nasale, senza menzione di complicazioni|C|0|1|||||Altre ferite del setto nasale, senza menzione di complicazioni||22/04/2010 17:44|
17.873.2.2_V0|873.22|873.22|Altre ferite del cavita' nasale, senza menzione di complicazioni|C|0|1|||||Altre ferite del cavita' nasale, senza menzione di complicazioni||22/04/2010 17:44|
17.873.2.3_V0|873.23|873.23|Altre ferite del seno nasale, senza menzione di complicazioni|C|0|1|||||Altre ferite del seno nasale, senza menzione di complicazioni||22/04/2010 17:44|
17.873.2.9_V0|873.29|873.29|Altre ferite di siti multipli, senza menzione di complicazioni|C|0|1|||||Altre ferite di siti multipli, senza menzione di complicazioni||22/04/2010 17:44|
17.873.3_V0|873.3|873.3|Altre ferite del naso, con complicazioni|S|0|1|||||Altre ferite del naso, con complicazioni||22/04/2010 17:44|
17.873.3.0_V0|873.30|873.30|Altre ferite del naso, sito non specificato, con complicazioni|C|0|1|||||Altre ferite del naso, sito non specificato, con complicazioni||22/04/2010 17:44|
17.873.3.1_V0|873.31|873.31|Altre ferite del setto nasale, con complicazioni|C|0|1|||||Altre ferite del setto nasale, con complicazioni||22/04/2010 17:44|
17.873.3.2_V0|873.32|873.32|Altre ferite del cavita' nasale, con complicazioni|C|0|1|||||Altre ferite del cavita' nasale, con complicazioni||22/04/2010 17:44|
17.873.3.3_V0|873.33|873.33|Altre ferite del seno nasale, con complicazioni|C|0|1|||||Altre ferite del seno nasale, con complicazioni||22/04/2010 17:44|
17.873.3.9_V0|873.39|873.39|Altre ferite di siti multipli del naso, con complicazioni|C|0|1|||||Altre ferite di siti multipli del naso, con complicazioni||22/04/2010 17:44|
17.873.4_V0|873.4|873.4|Altre ferite della faccia senza menzione di complicazioni|S|0|1|||||Altre ferite della faccia senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.0_V0|873.40|873.40|Altre ferite della faccia, sito non specificato, senza menzione di complicazioni|C|0|1|||||Altre ferite della faccia, sito non specificato, senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.1_V0|873.41|873.41|Altre ferite della guancia, senza menzione di complicazioni|C|0|1|||||Altre ferite della guancia, senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.2_V0|873.42|873.42|Altre ferite della fronte, senza menzione di complicazioni|C|0|1|||||Altre ferite della fronte, senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.3_V0|873.43|873.43|Altre ferite del labbro, senza menzione di complicazioni|C|0|1|||||Altre ferite del labbro, senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.4_V0|873.44|873.44|Altre ferite della mandibola, senza menzione di complicazioni|C|0|1|||||Altre ferite della mandibola, senza menzione di complicazioni||22/04/2010 17:44|
17.873.4.9_V0|873.49|873.49|Altre ferite della faccia, altro e siti multipli, senza menzione di complicazioni|C|0|1|||||Altre ferite della faccia, altro e siti multipli, senza menzione di complicazioni||22/04/2010 17:44|
17.873.5_V0|873.5|873.5|Altre ferite della faccia con complicazioni|S|0|1|||||Altre ferite della faccia con complicazioni||22/04/2010 17:44|
17.873.5.0_V0|873.50|873.50|Altre ferite della faccia, sito non specificato, con complicazioni|C|0|1|||||Altre ferite della faccia, sito non specificato, con complicazioni||22/04/2010 17:44|
17.873.5.1_V0|873.51|873.51|Altre ferite della guancia con complicazioni|C|0|1|||||Altre ferite della guancia con complicazioni||22/04/2010 17:44|
17.873.5.2_V0|873.52|873.52|Altre ferite della fronte con complicazioni|C|0|1|||||Altre ferite della fronte con complicazioni||22/04/2010 17:44|
17.873.5.3_V0|873.53|873.53|Altre ferite del labbro con complicazioni|C|0|1|||||Altre ferite del labbro con complicazioni||22/04/2010 17:44|
17.873.5.4_V0|873.54|873.54|Altre ferite della mandibola con complicazioni|C|0|1|||||Altre ferite della mandibola con complicazioni||22/04/2010 17:44|
17.873.5.9_V0|873.59|873.59|Altre ferite della faccia, altro e siti multipli con complicazioni|C|0|1|||||Altre ferite della faccia, altro e siti multipli con complicazioni||22/04/2010 17:44|
17.873.6_V0|873.6|873.6|Altre ferite di parti interne della bocca, senza menzione di complicazioni|S|0|1|||||Altre ferite di parti interne della bocca, senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.0_V0|873.60|873.60|Altre ferite di parti interne della bocca, sito non specificato, senza menzione di complicazioni|C|0|1|||||Altre ferite di parti interne della bocca, sito non specificato, senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.1_V0|873.61|873.61|Altre ferite della mucosa boccale, senza menzione di complicazioni|C|0|1|||||Altre ferite della mucosa boccale, senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.2_V0|873.62|873.62|Altre ferite della gengiva (processo alveolare), senza menzione di complicazioni|C|0|1|||||Altre ferite della gengiva (processo alveolare), senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.3_V0|873.63|873.63|Altre ferite del dente (rotto) (fratturato) (dovuto ad evento traumatico)|C|0|1|||||Altre ferite del dente (rotto) (fratturato) (dovuto ad evento traumatico)||22/04/2010 17:44|
17.873.6.4_V0|873.64|873.64|Altre ferite di lingua e pavimento della bocca, senza menzione di complicazioni|C|0|1|||||Altre ferite di lingua e pavimento della bocca, senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.5_V0|873.65|873.65|Altre ferite del palato, senza menzione di complicazioni|C|0|1|||||Altre ferite del palato, senza menzione di complicazioni||22/04/2010 17:44|
17.873.6.9_V0|873.69|873.69|Altre ferite di parti interne della bocca, altro e siti multipli, senza menzione di complicazioni|C|0|1|||||Altre ferite di parti interne della bocca, altro e siti multipli, senza menzione di complicazioni||22/04/2010 17:44|
17.873.7_V0|873.7|873.7|Altre ferite di parti interne della bocca, con complicazioni|S|0|1|||||Altre ferite di parti interne della bocca, con complicazioni||22/04/2010 17:44|
17.873.7.0_V0|873.70|873.70|Altre ferite di parti interne della bocca, sito non specificato, con complicazioni|C|0|1|||||Altre ferite di parti interne della bocca, sito non specificato, con complicazioni||22/04/2010 17:44|
17.873.7.1_V0|873.71|873.71|Altre ferite della mucosa boccale, con complicazioni|C|0|1|||||Altre ferite della mucosa boccale, con complicazioni||22/04/2010 17:44|
17.873.7.2_V0|873.72|873.72|Altre ferite della gengiva (processo alveolare), con complicazioni|C|0|1|||||Altre ferite della gengiva (processo alveolare), con complicazioni||22/04/2010 17:44|
17.873.7.3_V0|873.73|873.73|Altre ferite del dente (rotto), con complicazioni|C|0|1|||||Altre ferite del dente (rotto), con complicazioni||22/04/2010 17:44|
17.873.7.4_V0|873.74|873.74|Altre ferite della lingua e pavimento della bocca, con complicazioni|C|0|1|||||Altre ferite della lingua e pavimento della bocca, con complicazioni||22/04/2010 17:44|
17.873.7.5_V0|873.75|873.75|Altre ferite del palato, con complicazioni|C|0|1|||||Altre ferite del palato, con complicazioni||22/04/2010 17:44|
17.873.7.9_V0|873.79|873.79|Altre ferite di parti interne della bocca, altro e siti multipli, con complicazioni|C|0|1|||||Altre ferite di parti interne della bocca, altro e siti multipli, con complicazioni||22/04/2010 17:44|
17.873.8_V0|873.8|873.8|Altre e non specificate ferite della testa, senza menzione di complicazioni|C|0|1|||||Altre e non specificate ferite della testa, senza menzione di complicazioni||22/04/2010 17:44|
17.873.9_V0|873.9|873.9|Altre e non specificate ferite della testa, con complicazioni|C|0|1|||||Altre e non specificate ferite della testa, con complicazioni||22/04/2010 17:44|
17.874_V0|874|874|Ferita del collo|S|0|1|||||Ferita del collo||22/04/2010 17:44|
17.874.0_V0|874.0|874.0|Ferita di laringe e trachea, senza menzione di complicazioni|S|0|1|||||Ferita di laringe e trachea, senza menzione di complicazioni||22/04/2010 17:44|
17.874.0.0_V0|874.00|874.00|Ferita di laringe e trachea, senza menzione di complicazioni|C|0|1|||||Ferita di laringe e trachea, senza menzione di complicazioni||22/04/2010 17:44|
17.874.0.1_V0|874.01|874.01|Ferita di laringe, senza menzione di complicazioni|C|0|1|||||Ferita di laringe, senza menzione di complicazioni||22/04/2010 17:44|
17.874.0.2_V0|874.02|874.02|Ferita di trachea, senza menzione di complicazioni|C|0|1|||||Ferita di trachea, senza menzione di complicazioni||22/04/2010 17:44|
17.874.1_V0|874.1|874.1|Ferita di laringe e trachea, con complicazioni|S|0|1|||||Ferita di laringe e trachea, con complicazioni||22/04/2010 17:44|
17.874.1.0_V0|874.10|874.10|Ferita di laringe e trachea, con complicazioni|C|0|1|||||Ferita di laringe e trachea, con complicazioni||22/04/2010 17:44|
17.874.1.1_V0|874.11|874.11|Ferita di laringe, con complicazioni|C|0|1|||||Ferita di laringe, con complicazioni||22/04/2010 17:44|
17.874.1.2_V0|874.12|874.12|Ferita di trachea, con complicazioni|C|0|1|||||Ferita di trachea, con complicazioni||22/04/2010 17:44|
17.874.2_V0|874.2|874.2|Ferita della ghiandola tiroide, senza menzione di complicazioni|C|0|1|||||Ferita della ghiandola tiroide, senza menzione di complicazioni||22/04/2010 17:44|
17.874.3_V0|874.3|874.3|Ferita della ghiandola tiroide, con complicazioni|C|0|1|||||Ferita della ghiandola tiroide, con complicazioni||22/04/2010 17:44|
17.874.4_V0|874.4|874.4|Ferita della faringe, senza menzione di complicazioni|C|0|1|||||Ferita della faringe, senza menzione di complicazioni||22/04/2010 17:44|
17.874.5_V0|874.5|874.5|Ferita della faringe, con complicazioni|C|0|1|||||Ferita della faringe, con complicazioni||22/04/2010 17:44|
17.874.8_V0|874.8|874.8|Ferita del collo, altre e non specificate parti, senza menzione di complicazioni|C|0|1|||||Ferita del collo, altre e non specificate parti, senza menzione di complicazioni||22/04/2010 17:44|
17.874.9_V0|874.9|874.9|Ferita del collo, altre e non specificate parti, con complicazioni|C|0|1|||||Ferita del collo, altre e non specificate parti, con complicazioni||22/04/2010 17:44|
17.875_V0|875|875|Ferita del torace (parete)|S|0|1|||||Ferita del torace (parete)||22/04/2010 17:44|
17.875.0_V0|875.0|875.0|Ferita del torace (parete) senza menzione di complicazioni|C|0|1|||||Ferita del torace (parete) senza menzione di complicazioni||22/04/2010 17:44|
17.875.1_V0|875.1|875.1|Ferita del torace (parete) con complicazioni|C|0|1|||||Ferita del torace (parete) con complicazioni||22/04/2010 17:44|
17.876_V0|876|876|Ferita del dorso|S|0|1|||||Ferita del dorso||22/04/2010 17:44|
17.876.0_V0|876.0|876.0|Ferita del dorso senza menzione di complicazioni|C|0|1|||||Ferita del dorso senza menzione di complicazioni||22/04/2010 17:44|
17.876.1_V0|876.1|876.1|Ferita del dorso con complicazioni|C|0|1|||||Ferita del dorso con complicazioni||22/04/2010 17:44|
17.877_V0|877|877|Ferita della natica|S|0|1|||||Ferita della natica||22/04/2010 17:44|
17.877.0_V0|877.0|877.0|Ferita della natica senza menzione di complicazioni|C|0|1|||||Ferita della natica senza menzione di complicazioni||22/04/2010 17:44|
17.877.1_V0|877.1|877.1|Ferita della natica con complicazioni|C|0|1|||||Ferita della natica con complicazioni||22/04/2010 17:44|
17.878_V0|878|878|Ferita degli organi genitali (esterni), compresa l’amputazione traumatica|S|0|1|||||Ferita degli organi genitali (esterni), compresa l’amputazione traumatica||22/04/2010 17:44|
17.878.0_V0|878.0|878.0|Pene, senza menzione di complicazioni|C|0|1|||||Pene, senza menzione di complicazioni||22/04/2010 17:44|
17.878.1_V0|878.1|878.1|Pene, con complicazioni|C|0|1|||||Pene, con complicazioni||22/04/2010 17:44|
17.878.2_V0|878.2|878.2|Scroto e testicoli, senza menzione di complicazioni|C|0|1|||||Scroto e testicoli, senza menzione di complicazioni||22/04/2010 17:44|
17.878.3_V0|878.3|878.3|Scroto e testicoli, con complicazioni|C|0|1|||||Scroto e testicoli, con complicazioni||22/04/2010 17:44|
17.878.4_V0|878.4|878.4|Vulva, senza menzione di complicazioni|C|0|1|||||Vulva, senza menzione di complicazioni||22/04/2010 17:44|
17.878.5_V0|878.5|878.5|Vulva, con complicazioni|C|0|1|||||Vulva, con complicazioni||22/04/2010 17:44|
17.878.6_V0|878.6|878.6|Vagina, senza menzione di complicazioni|C|0|1|||||Vagina, senza menzione di complicazioni||22/04/2010 17:44|
17.878.7_V0|878.7|878.7|Vagina, con complicazioni|C|0|1|||||Vagina, con complicazioni||22/04/2010 17:44|
17.878.8_V0|878.8|878.8|Altre e non specificate parti, senza menzione di complicazioni|C|0|1|||||Altre e non specificate parti, senza menzione di complicazioni||22/04/2010 17:44|
17.878.9_V0|878.9|878.9|Altre e non specificate parti, con complicazioni|C|0|1|||||Altre e non specificate parti, con complicazioni||22/04/2010 17:44|
17.879_V0|879|879|Ferite di altre e non specificate sedi, esclusi gli arti|S|0|1|||||Ferite di altre e non specificate sedi, esclusi gli arti||22/04/2010 17:44|
17.879.0_V0|879.0|879.0|Mammella, senza menzione di complicazioni|C|0|1|||||Mammella, senza menzione di complicazioni||22/04/2010 17:44|
17.879.1_V0|879.1|879.1|Mammella, con complicazioni|C|0|1|||||Mammella, con complicazioni||22/04/2010 17:44|
17.879.2_V0|879.2|879.2|Parete addominale anteriore, senza menzione di complicazioni|C|0|1|||||Parete addominale anteriore, senza menzione di complicazioni||22/04/2010 17:44|
17.879.3_V0|879.3|879.3|Parete addominale anteriore, con complicazioni|C|0|1|||||Parete addominale anteriore, con complicazioni||22/04/2010 17:44|
17.879.4_V0|879.4|879.4|Parete addominale laterale, senza menzione di complicazioni|C|0|1|||||Parete addominale laterale, senza menzione di complicazioni||22/04/2010 17:44|
17.879.5_V0|879.5|879.5|Parete addominale laterale, con complicazioni|C|0|1|||||Parete addominale laterale, con complicazioni||22/04/2010 17:44|
17.879.6_V0|879.6|879.6|Altre e non specificate parti del tronco, senza menzione di complicazioni|C|0|1|||||Altre e non specificate parti del tronco, senza menzione di complicazioni||22/04/2010 17:44|
17.879.7_V0|879.7|879.7|Altre e non specificate parti del tronco, con complicazioni|C|0|1|||||Altre e non specificate parti del tronco, con complicazioni||22/04/2010 17:44|
17.879.8_V0|879.8|879.8|Ferite (multiple) di sede non specificata, senza menzione di complicazioni|C|0|1|||||Ferite (multiple) di sede non specificata, senza menzione di complicazioni||22/04/2010 17:44|
17.879.9_V0|879.9|879.9|Ferite (multiple) di sede non specificata, con complicazioni|C|0|1|||||Ferite (multiple) di sede non specificata, con complicazioni||22/04/2010 17:44|
17.880_V0|880|880|Ferita della spalla e del braccio|S|0|1|||||Ferita della spalla e del braccio||22/04/2010 17:44|
17.880.0_V0|880.0|880.0|Ferita della spalla e del braccio, senza menzione di complicazione|S|0|1|||||Ferita della spalla e del braccio, senza menzione di complicazione||22/04/2010 17:44|
17.880.0.0_V0|880.00|880.00|Ferita della regione della spalla, senza menzione di complicazione|C|0|1|||||Ferita della regione della spalla, senza menzione di complicazione||22/04/2010 17:44|
17.880.0.1_V0|880.01|880.01|Ferita della regione della scapola, senza menzione di complicazione|C|0|1|||||Ferita della regione della scapola, senza menzione di complicazione||22/04/2010 17:44|
17.880.0.2_V0|880.02|880.02|Ferita della regione ascellare, senza menzione di complicazione|C|0|1|||||Ferita della regione ascellare, senza menzione di complicazione||22/04/2010 17:44|
17.880.0.3_V0|880.03|880.03|Ferita del braccio superiore, senza menzione di complicazione|C|0|1|||||Ferita del braccio superiore, senza menzione di complicazione||22/04/2010 17:44|
17.880.0.9_V0|880.09|880.09|Ferita della siti multipli della spalla e del braccio, senza menzione di complicazione|C|0|1|||||Ferita della siti multipli della spalla e del braccio, senza menzione di complicazione||22/04/2010 17:44|
17.880.1_V0|880.1|880.1|Ferita della spalla e del braccio, con complicazione|S|0|1|||||Ferita della spalla e del braccio, con complicazione||22/04/2010 17:44|
17.880.1.0_V0|880.10|880.10|Ferita della regione della spalla, con complicazione|C|0|1|||||Ferita della regione della spalla, con complicazione||22/04/2010 17:44|
17.880.1.1_V0|880.11|880.11|Ferita della regione della scapola, con complicazione|C|0|1|||||Ferita della regione della scapola, con complicazione||22/04/2010 17:44|
17.880.1.2_V0|880.12|880.12|Ferita della regione ascellare, con complicazione|C|0|1|||||Ferita della regione ascellare, con complicazione||22/04/2010 17:44|
17.880.1.3_V0|880.13|880.13|Ferita del braccio superiore, con complicazione|C|0|1|||||Ferita del braccio superiore, con complicazione||22/04/2010 17:44|
17.880.1.9_V0|880.19|880.19|Ferita di siti multipli della spalla e del braccio, con complicazione|C|0|1|||||Ferita di siti multipli della spalla e del braccio, con complicazione||22/04/2010 17:44|
17.880.2_V0|880.2|880.2|Ferita della spalla e del braccio, con interessamento dei tendini|S|0|1|||||Ferita della spalla e del braccio, con interessamento dei tendini||22/04/2010 17:44|
17.880.2.0_V0|880.20|880.20|Ferita della regione della spalla, con interessamento dei tendini|C|0|1|||||Ferita della regione della spalla, con interessamento dei tendini||22/04/2010 17:44|
17.880.2.1_V0|880.21|880.21|Ferita della regione della scapola, con interessamento dei tendini|C|0|1|||||Ferita della regione della scapola, con interessamento dei tendini||22/04/2010 17:44|
17.880.2.2_V0|880.22|880.22|Ferita della regione ascellare, con interessamento dei tendini|C|0|1|||||Ferita della regione ascellare, con interessamento dei tendini||22/04/2010 17:44|
17.880.2.3_V0|880.23|880.23|Ferita del braccio superiore, con interessamento dei tendini|C|0|1|||||Ferita del braccio superiore, con interessamento dei tendini||22/04/2010 17:44|
17.880.2.9_V0|880.29|880.29|Ferita di siti multipli, con interessamento dei tendini|C|0|1|||||Ferita di siti multipli, con interessamento dei tendini||22/04/2010 17:44|
17.881_V0|881|881|Ferita del gomito, dell’avambraccio e del polso|S|0|1|||||Ferita del gomito, dell’avambraccio e del polso||22/04/2010 17:44|
17.881.0_V0|881.0|881.0|Ferita del gomito, dell’avambraccio e del polso, senza menzione di complicazioni|S|0|1|||||Ferita del gomito, dell’avambraccio e del polso, senza menzione di complicazioni||22/04/2010 17:44|
17.881.0.0_V0|881.00|881.00|Ferita dell’avambraccio, senza menzione di complicazione|C|0|1|||||Ferita dell’avambraccio, senza menzione di complicazione||22/04/2010 17:44|
17.881.0.1_V0|881.01|881.01|Ferita del gomito, senza menzione di complicazione|C|0|1|||||Ferita del gomito, senza menzione di complicazione||22/04/2010 17:44|
17.881.0.2_V0|881.02|881.02|Ferita del polso, senza menzione di complicazione|C|0|1|||||Ferita del polso, senza menzione di complicazione||22/04/2010 17:44|
17.881.1_V0|881.1|881.1|Ferita del gomito, dell’avambraccio e del polso con complicazioni|S|0|1|||||Ferita del gomito, dell’avambraccio e del polso con complicazioni||22/04/2010 17:44|
17.881.1.0_V0|881.10|881.10|Ferita dell’avambraccio, con complicazioni|C|0|1|||||Ferita dell’avambraccio, con complicazioni||22/04/2010 17:44|
17.881.1.1_V0|881.11|881.11|Ferita del gomito, con complicazioni|C|0|1|||||Ferita del gomito, con complicazioni||22/04/2010 17:44|
17.881.1.2_V0|881.12|881.12|Ferita del polso, con complicazioni|C|0|1|||||Ferita del polso, con complicazioni||22/04/2010 17:44|
17.881.2_V0|881.2|881.2|Ferita del gomito, dell’avambraccio e del polso con interessamento dei tendini|S|0|1|||||Ferita del gomito, dell’avambraccio e del polso con interessamento dei tendini||22/04/2010 17:44|
17.881.2.0_V0|881.20|881.20|Ferita dell’avambraccio, con interessamento dei tendini|C|0|1|||||Ferita dell’avambraccio, con interessamento dei tendini||22/04/2010 17:44|
17.881.2.1_V0|881.21|881.21|Ferita del gomito, con interessamento dei tendini|C|0|1|||||Ferita del gomito, con interessamento dei tendini||22/04/2010 17:44|
17.881.2.2_V0|881.22|881.22|Ferita del polso, con interessamento dei tendini|C|0|1|||||Ferita del polso, con interessamento dei tendini||22/04/2010 17:44|
17.882_V0|882|882|Ferita della mano, escluse le dita da sole|S|0|1|||||Ferita della mano, escluse le dita da sole||22/04/2010 17:44|
17.882.0_V0|882.0|882.0|Ferita della mano, escluse le dita da sole, senza menzione di complicazioni|C|0|1|||||Ferita della mano, escluse le dita da sole, senza menzione di complicazioni||22/04/2010 17:44|
17.882.1_V0|882.1|882.1|Ferita della mano, escluse le dita da sole, con complicazioni|C|0|1|||||Ferita della mano, escluse le dita da sole, con complicazioni||22/04/2010 17:44|
17.882.2_V0|882.2|882.2|Ferita della mano, escluse le dita da sole, con interessamento dei tendini|C|0|1|||||Ferita della mano, escluse le dita da sole, con interessamento dei tendini||22/04/2010 17:44|
17.883_V0|883|883|Ferita delle dita della mano|S|0|1|||||Ferita delle dita della mano||22/04/2010 17:44|
17.883.0_V0|883.0|883.0|Ferita delle dita della mano senza menzione di complicazioni|C|0|1|||||Ferita delle dita della mano senza menzione di complicazioni||22/04/2010 17:44|
17.883.1_V0|883.1|883.1|Ferita delle dita della mano con complicazioni|C|0|1|||||Ferita delle dita della mano con complicazioni||22/04/2010 17:44|
17.883.2_V0|883.2|883.2|Ferita delle dita della mano con interessamento dei tendini|C|0|1|||||Ferita delle dita della mano con interessamento dei tendini||22/04/2010 17:44|
17.884_V0|884|884|Ferite multiple e non specificate dell’arto superiore|S|0|1|||||Ferite multiple e non specificate dell’arto superiore||22/04/2010 17:44|
17.884.0_V0|884.0|884.0|Ferite multiple e non specificate dell’arto superiore senza menzione di complicazioni|C|0|1|||||Ferite multiple e non specificate dell’arto superiore senza menzione di complicazioni||22/04/2010 17:44|
17.884.1_V0|884.1|884.1|Ferite multiple e non specificate dell’arto superiore con complicazioni|C|0|1|||||Ferite multiple e non specificate dell’arto superiore con complicazioni||22/04/2010 17:44|
17.884.2_V0|884.2|884.2|Ferite multiple e non specificate dell’arto superiore con interessamento dei tendini|C|0|1|||||Ferite multiple e non specificate dell’arto superiore con interessamento dei tendini||22/04/2010 17:44|
17.885_V0|885|885|Amputazione traumatica del pollice (completa) (parziale)|S|0|1|||||Amputazione traumatica del pollice (completa) (parziale)||22/04/2010 17:44|
17.885.0_V0|885.0|885.0|Amputazione traumatica del pollice (completa) (parziale) senza menzione di complicazioni|C|0|1|||||Amputazione traumatica del pollice (completa) (parziale) senza menzione di complicazioni||22/04/2010 17:44|
17.885.1_V0|885.1|885.1|Amputazione traumatica del pollice (completa) (parziale) con complicazioni|C|0|1|||||Amputazione traumatica del pollice (completa) (parziale) con complicazioni||22/04/2010 17:44|
17.886_V0|886|886|Amputazione traumatica delle altre dita della mano (completa) (parziale)|S|0|1|||||Amputazione traumatica delle altre dita della mano (completa) (parziale)||22/04/2010 17:44|
17.886.0_V0|886.0|886.0|Amputazione traumatica delle altre dita della mano (completa) (parziale senza menzione di complicazioni|C|0|1|||||Amputazione traumatica delle altre dita della mano (completa) (parziale senza menzione di complicazioni||22/04/2010 17:44|
17.886.1_V0|886.1|886.1|Amputazione traumatica delle altre dita della mano (completa) (parziale con complicazioni|C|0|1|||||Amputazione traumatica delle altre dita della mano (completa) (parziale con complicazioni||22/04/2010 17:44|
17.887_V0|887|887|Amputazione traumatica del braccio e della mano (completa) (parziale)|S|0|1|||||Amputazione traumatica del braccio e della mano (completa) (parziale)||22/04/2010 17:44|
17.887.0_V0|887.0|887.0|Amputazione traumatica del braccio unilaterale, sotto il gomito, senza menzione di complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, sotto il gomito, senza menzione di complicazioni||22/04/2010 17:44|
17.887.1_V0|887.1|887.1|Amputazione traumatica del braccio unilaterale, sotto il gomito, con complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, sotto il gomito, con complicazioni||22/04/2010 17:44|
17.887.2_V0|887.2|887.2|Amputazione traumatica del braccio unilaterale, al gomito o sopra, senza menzione di complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, al gomito o sopra, senza menzione di complicazioni||22/04/2010 17:44|
17.887.3_V0|887.3|887.3|Amputazione traumatica del braccio unilaterale, al gomito o sopra, con complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, al gomito o sopra, con complicazioni||22/04/2010 17:44|
17.887.4_V0|887.4|887.4|Amputazione traumatica del braccio unilaterale, altezza non specificata, senza menzione di complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, altezza non specificata, senza menzione di complicazioni||22/04/2010 17:44|
17.887.5_V0|887.5|887.5|Amputazione traumatica del braccio unilaterale, altezza non specificata, con complicazioni|C|0|1|||||Amputazione traumatica del braccio unilaterale, altezza non specificata, con complicazioni||22/04/2010 17:44|
17.887.6_V0|887.6|887.6|Amputazione traumatica del braccio bilaterale [ogni altezza] senza menzione di complicazioni una mano e l’altro braccio|C|0|1|||||Amputazione traumatica del braccio bilaterale [ogni altezza] senza menzione di complicazioni una mano e l’altro braccio||22/04/2010 17:44|
17.887.7_V0|887.7|887.7|Amputazione traumatica del braccio bilaterale [ogni altezza] con complicazioni|C|0|1|||||Amputazione traumatica del braccio bilaterale [ogni altezza] con complicazioni||22/04/2010 17:44|
17.890_V0|890|890|Ferita dell’anca e della coscia|S|0|1|||||Ferita dell’anca e della coscia||22/04/2010 17:44|
17.890.0_V0|890.0|890.0|Ferita dell’anca e della coscia senza menzione di complicazioni|C|0|1|||||Ferita dell’anca e della coscia senza menzione di complicazioni||22/04/2010 17:44|
17.890.1_V0|890.1|890.1|Ferita dell’anca e della coscia con complicazioni|C|0|1|||||Ferita dell’anca e della coscia con complicazioni||22/04/2010 17:44|
17.890.2_V0|890.2|890.2|Ferita dell’anca e della coscia con interessamento dei tendini|C|0|1|||||Ferita dell’anca e della coscia con interessamento dei tendini||22/04/2010 17:44|
