#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.104|CODESYSTEMNAME=ICD9PROC|CODESYSTEMDISPLAYNAME=ICD9 PRESTAZIONI|VERSION=2002|DESCRIPTION=ICD9 Procedure Codes|LANGUAGE=it|AUTHORITYNAME=National Center for Health Statistics|AUTHORITYDESCRIPTION=World Health Organization|AUTHORITYCONTACTINFORMATION=http://www.cdc.gov/nchs/icd9.htm|VALIDFROM=22/04/2010 10:22
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
91.1.3_V2002|91.13|Esame microscopico di campione di peritoneo e retroperitoneo - coltura e sensibilità|Esame microscopico di campione di peritoneo e retroperitoneo - coltura e sensibilità|C|0|1|||Esame microscopico di campione di peritoneo e retroperitoneo - coltura e sensibilità||22/04/2010 10:22|
91.1.4_V2002|91.14|Esame microscopico di campione di peritoneo e retroperitoneo - parassitologia|Esame microscopico di campione di peritoneo e retroperitoneo - parassitologia|C|0|1|||Esame microscopico di campione di peritoneo e retroperitoneo - parassitologia||22/04/2010 10:22|
91.1.5_V2002|91.15|Esame microscopico di campione di peritoneo e retroperitoneo - tossicologia|Esame microscopico di campione di peritoneo e retroperitoneo - tossicologia|C|0|1|||Esame microscopico di campione di peritoneo e retroperitoneo - tossicologia||22/04/2010 10:22|
91.1.6_V2002|91.16|Esame microscopico di campione di peritoneo e retroperitoneo - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di peritoneo e retroperitoneo - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di peritoneo e retroperitoneo - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.1.9_V2002|91.19|Esame microscopico di campione di peritoneo e retroperitoneo - altri esami microscopici|Esame microscopico di campione di peritoneo e retroperitoneo - altri esami microscopici|C|0|1|||Esame microscopico di campione di peritoneo e retroperitoneo - altri esami microscopici||22/04/2010 10:22|
91.2_V2002|91.2|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale|S|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale||22/04/2010 10:22|
91.2.1_V2002|91.21|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - striscio batterico|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - striscio batterico|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - striscio batterico||22/04/2010 10:22|
91.2.2_V2002|91.22|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura||22/04/2010 10:22|
91.2.3_V2002|91.23|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura e sensibilità|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura e sensibilità|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - coltura e sensibilità||22/04/2010 10:22|
91.2.4_V2002|91.24|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - parassitologia|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - parassitologia|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - parassitologia||22/04/2010 10:22|
91.2.5_V2002|91.25|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - tossicologia|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - tossicologia|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - tossicologia||22/04/2010 10:22|
91.2.6_V2002|91.26|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.2.9_V2002|91.29|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - altri esami microscopici|Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - altri esami microscopici|C|0|1|||Esame microscopico di campione di rene, uretere, tessuto perirenale e periureterale - altri esami microscopici||22/04/2010 10:22|
91.3_V2002|91.3|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme|S|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme||22/04/2010 10:22|
91.3.1_V2002|91.31|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - striscio batterico|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - striscio batterico|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - striscio batterico||22/04/2010 10:22|
91.3.2_V2002|91.32|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura||22/04/2010 10:22|
91.3.3_V2002|91.33|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura e sensibilità|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura e sensibilità|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - coltura e sensibilità||22/04/2010 10:22|
91.3.4_V2002|91.34|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - parassitologia|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - parassitologia|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - parassitologia||22/04/2010 10:22|
91.3.5_V2002|91.35|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - tossicologia|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - tossicologia|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - tossicologia||22/04/2010 10:22|
91.3.6_V2002|91.36|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.3.9_V2002|91.39|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - altri esami microscopici|Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - altri esami microscopici|C|0|1|||Esame microscopico di campione di vescica, uretra, prostata, vescicole seminali, tessuto perivescicale, e dell'urina e del seme - altri esami microscopici||22/04/2010 10:22|
91.4_V2002|91.4|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico|S|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico||22/04/2010 10:22|
91.4.1_V2002|91.41|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - striscio batterico|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - striscio batterico|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - striscio batterico||22/04/2010 10:22|
91.4.2_V2002|91.42|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura||22/04/2010 10:22|
91.4.3_V2002|91.43|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura e sensibilità|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura e sensibilità|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - coltura e sensibilità||22/04/2010 10:22|
91.4.4_V2002|91.44|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - parassitologia|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - parassitologia|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - parassitologia||22/04/2010 10:22|
91.4.5_V2002|91.45|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - tossicologia|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - tossicologia|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - tossicologia||22/04/2010 10:22|
91.4.6_V2002|91.46|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.4.9_V2002|91.49|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - altri esami microscopici|Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - altri esami microscopici|C|0|1|||Esame microscopico di campione di vie genitali femminili, feto, sacco amniotico - altri esami microscopici||22/04/2010 10:22|
91.5_V2002|91.5|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare|S|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare||22/04/2010 10:22|
91.5.1_V2002|91.51|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - striscio batterico|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - striscio batterico|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - striscio batterico||22/04/2010 10:22|
91.5.2_V2002|91.52|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura||22/04/2010 10:22|
91.5.3_V2002|91.53|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura e sensibilità|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura e sensibilità|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - coltura e sensibilità||22/04/2010 10:22|
91.5.4_V2002|91.54|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - parassitologia|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - parassitologia|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - parassitologia||22/04/2010 10:22|
91.5.5_V2002|91.55|Esame microscopico di campione di tessuto  muscoloscheletrico e liquido articolare - tossicologia|Esame microscopico di campione di tessuto  muscoloscheletrico e liquido articolare - tossicologia|C|0|1|||Esame microscopico di campione di tessuto  muscoloscheletrico e liquido articolare - tossicologia||22/04/2010 10:22|
91.5.6_V2002|91.56|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.5.9_V2002|91.59|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - altri esami microscopici|Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - altri esami microscopici|C|0|1|||Esame microscopico di campione di sistema muscoloscheletrico e liquido articolare - altri esami microscopici||22/04/2010 10:22|
91.6_V2002|91.6|Esame microscopico di campione di cute e altri tegumenti|Esame microscopico di campione di cute e altri tegumenti|S|0|1|||Esame microscopico di campione di cute e altri tegumenti||22/04/2010 10:22|
91.6.1_V2002|91.61|Esame microscopico di campione di cute e altri tegumenti - striscio batterico|Esame microscopico di campione di cute e altri tegumenti - striscio batterico|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - striscio batterico||22/04/2010 10:22|
91.6.2_V2002|91.62|Esame microscopico di campione di cute e altri tegumenti - coltura|Esame microscopico di campione di cute e altri tegumenti - coltura|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - coltura||22/04/2010 10:22|
91.6.3_V2002|91.63|Esame microscopico di campione di cute e altri tegumenti - coltura e sensibilità|Esame microscopico di campione di cute e altri tegumenti - coltura e sensibilità|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - coltura e sensibilità||22/04/2010 10:22|
91.6.4_V2002|91.64|Esame microscopico di campione di cute e altri tegumenti - parassitologia|Esame microscopico di campione di cute e altri tegumenti - parassitologia|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - parassitologia||22/04/2010 10:22|
91.6.5_V2002|91.65|Esame microscopico di campione di cute e altri tegumenti - tossicologia|Esame microscopico di campione di cute e altri tegumenti - tossicologia|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - tossicologia||22/04/2010 10:22|
91.6.6_V2002|91.66|Esame microscopico di campione di cute e altri tegumenti - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di cute e altri tegumenti - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.6.9_V2002|91.69|Esame microscopico di campione di cute e altri tegumenti - altri esami microscopici|Esame microscopico di campione di cute e altri tegumenti - altri esami microscopici|C|0|1|||Esame microscopico di campione di cute e altri tegumenti - altri esami microscopici||22/04/2010 10:22|
91.7_V2002|91.7|Esame microscopico di campione di ferita operatoria|Esame microscopico di campione di ferita operatoria|S|0|1|||Esame microscopico di campione di ferita operatoria||22/04/2010 10:22|
91.7.1_V2002|91.71|Esame microscopico di campione di ferita operatoria - striscio batterico|Esame microscopico di campione di ferita operatoria - striscio batterico|C|0|1|||Esame microscopico di campione di ferita operatoria - striscio batterico||22/04/2010 10:22|
91.7.2_V2002|91.72|Esame microscopico di campione di ferita operatoria - coltura|Esame microscopico di campione di ferita operatoria - coltura|C|0|1|||Esame microscopico di campione di ferita operatoria - coltura||22/04/2010 10:22|
91.7.3_V2002|91.73|Esame microscopico di campione di ferita operatoria - coltura e sensibilità|Esame microscopico di campione di ferita operatoria - coltura e sensibilità|C|0|1|||Esame microscopico di campione di ferita operatoria - coltura e sensibilità||22/04/2010 10:22|
91.7.4_V2002|91.74|Esame microscopico di campione di ferita operatoria - parassitologia|Esame microscopico di campione di ferita operatoria - parassitologia|C|0|1|||Esame microscopico di campione di ferita operatoria - parassitologia||22/04/2010 10:22|
91.7.5_V2002|91.75|Esame microscopico di campione di ferita operatoria - tossicologia|Esame microscopico di campione di ferita operatoria - tossicologia|C|0|1|||Esame microscopico di campione di ferita operatoria - tossicologia||22/04/2010 10:22|
91.7.6_V2002|91.76|Esame microscopico di campione di ferita operatoria - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di ferita operatoria - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di ferita operatoria - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.7.9_V2002|91.79|Esame microscopico di campione di ferita operatoria - altri esami microscopici|Esame microscopico di campione di ferita operatoria - altri esami microscopici|C|0|1|||Esame microscopico di campione di ferita operatoria - altri esami microscopici||22/04/2010 10:22|
91.8_V2002|91.81|Esame microscopico di campione di altre sedi|Esame microscopico di campione di altre sedi|S|0|1|||Esame microscopico di campione di altre sedi||22/04/2010 10:22|
91.8.1_V2002|91.81|Esame microscopico di campione di altre sedi - striscio batterico|Esame microscopico di campione di altre sedi - striscio batterico|C|0|1|||Esame microscopico di campione di altre sedi - striscio batterico||22/04/2010 10:22|
91.8.2_V2002|91.82|Esame microscopico di campione di altre sedi - coltura|Esame microscopico di campione di altre sedi - coltura|C|0|1|||Esame microscopico di campione di altre sedi - coltura||22/04/2010 10:22|
91.8.3_V2002|91.83|Esame microscopico di campione di altre sedi - coltura e sensibilità|Esame microscopico di campione di altre sedi - coltura e sensibilità|C|0|1|||Esame microscopico di campione di altre sedi - coltura e sensibilità||22/04/2010 10:22|
91.8.4_V2002|91.84|Esame microscopico di campione di altre sedi - parassitologia|Esame microscopico di campione di altre sedi - parassitologia|C|0|1|||Esame microscopico di campione di altre sedi - parassitologia||22/04/2010 10:22|
91.8.5_V2002|91.85|Esame microscopico di campione di altre sedi - tossicologia|Esame microscopico di campione di altre sedi - tossicologia|C|0|1|||Esame microscopico di campione di altre sedi - tossicologia||22/04/2010 10:22|
91.8.6_V2002|91.86|Esame microscopico di campione di altre sedi - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di altre sedi - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di altre sedi - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.8.9_V2002|91.89|Esame microscopico di campione di altre sedi - altri esami microscopici|Esame microscopico di campione di altre sedi - altri esami microscopici|C|0|1|||Esame microscopico di campione di altre sedi - altri esami microscopici||22/04/2010 10:22|
91.9_V2002|91.9|Esame microscopico di campione di sede non specificata|Esame microscopico di campione di sede non specificata|S|0|1|||Esame microscopico di campione di sede non specificata||22/04/2010 10:22|
91.9.1_V2002|91.91|Esame microscopico di campione di sede non specificata - striscio batterico|Esame microscopico di campione di sede non specificata - striscio batterico|C|0|1|||Esame microscopico di campione di sede non specificata - striscio batterico||22/04/2010 10:22|
91.9.2_V2002|91.92|Esame microscopico di campione di sede non specificata - coltura|Esame microscopico di campione di sede non specificata - coltura|C|0|1|||Esame microscopico di campione di sede non specificata - coltura||22/04/2010 10:22|
91.9.3_V2002|91.93|Esame microscopico di campione di sede non specificata - coltura e sensibilità|Esame microscopico di campione di sede non specificata - coltura e sensibilità|C|0|1|||Esame microscopico di campione di sede non specificata - coltura e sensibilità||22/04/2010 10:22|
91.9.4_V2002|91.94|Esame microscopico di campione di sede non specificata - parassitologia|Esame microscopico di campione di sede non specificata - parassitologia|C|0|1|||Esame microscopico di campione di sede non specificata - parassitologia||22/04/2010 10:22|
91.9.5_V2002|91.95|Esame microscopico di campione di sede non specificata - tossicologia|Esame microscopico di campione di sede non specificata - tossicologia|C|0|1|||Esame microscopico di campione di sede non specificata - tossicologia||22/04/2010 10:22|
91.9.6_V2002|91.96|Esame microscopico di campione di sede non specificata - gruppo di cellule e striscio di Papanicolau|Esame microscopico di campione di sede non specificata - gruppo di cellule e striscio di Papanicolau|C|0|1|||Esame microscopico di campione di sede non specificata - gruppo di cellule e striscio di Papanicolau||22/04/2010 10:22|
91.9.9_V2002|91.99|Esame microscopico di campione di sede non specificata - altri esami microscopici|Esame microscopico di campione di sede non specificata - altri esami microscopici|C|0|1|||Esame microscopico di campione di sede non specificata - altri esami microscopici||22/04/2010 10:22|
92_V2002|-|Medicina nucleare|Medicina nucleare|T|0|1|||Medicina nucleare||22/04/2010 10:22|
92.0_V2002|92.0|Scansione radioisotopica e studio di funzione|Scansione radioisotopica e studio di funzione|S|0|1|||Scansione radioisotopica e studio di funzione||22/04/2010 10:22|
92.0.1_V2002|92.01|Scintigrafia tiroidea e studio funzionale radioisotopico|Scintigrafia tiroidea e studio funzionale radioisotopico|C|0|1|||Scintigrafia tiroidea e studio funzionale radioisotopico||22/04/2010 10:22|
92.0.2_V2002|92.02|Scintigrafia epatica e studio funzionale radioisotopico|Scintigrafia epatica e studio funzionale radioisotopico|C|0|1|||Scintigrafia epatica e studio funzionale radioisotopico||22/04/2010 10:22|
92.0.3_V2002|92.03|Scintigrafia renale e studio funzionale radioisotopico|Scintigrafia renale e studio funzionale radioisotopico|C|0|1|||Scintigrafia renale e studio funzionale radioisotopico||22/04/2010 10:22|
92.0.4_V2002|92.04|Scintigrafia gastrointestinale e studio funzionale radioisotopico|Scintigrafia gastrointestinale e studio funzionale radioisotopico|C|0|1|||Scintigrafia gastrointestinale e studio funzionale radioisotopico||22/04/2010 10:22|
92.0.5_V2002|92.05|Scintigrafia cardiovascolare ed ematopoietica e studio funzionale radioisotopico|Scintigrafia cardiovascolare ed ematopoietica e studio funzionale radioisotopico|C|0|1|||Scintigrafia cardiovascolare ed ematopoietica e studio funzionale radioisotopico||22/04/2010 10:22|
92.0.9_V2002|92.09|Altri studi di funzione con radioisotopi|Altri studi di funzione con radioisotopi|C|0|1|||Altri studi di funzione con radioisotopi||22/04/2010 10:22|
92.1_V2002|92.1|Altre scintigrafie|Altre scintigrafie|S|0|1|||Altre scintigrafie||22/04/2010 10:22|
92.1.1_V2002|92.11|Scintigrafia cerebrale|Scintigrafia cerebrale|C|0|1|||Scintigrafia cerebrale||22/04/2010 10:22|
92.1.2_V2002|92.12|Scintigrafia di altre sedi della testa|Scintigrafia di altre sedi della testa|C|0|1|||Scintigrafia di altre sedi della testa||22/04/2010 10:22|
92.1.3_V2002|92.13|Scintigrafia della paratiroide|Scintigrafia della paratiroide|C|0|1|||Scintigrafia della paratiroide||22/04/2010 10:22|
92.1.4_V2002|92.14|Scintigrafia delle ossa|Scintigrafia delle ossa|C|0|1|||Scintigrafia delle ossa||22/04/2010 10:22|
92.1.5_V2002|92.15|Scintigrafia polmonare|Scintigrafia polmonare|C|0|1|||Scintigrafia polmonare||22/04/2010 10:22|
92.1.6_V2002|92.16|Scintigrafia del sistema linfatico|Scintigrafia del sistema linfatico|C|0|1|||Scintigrafia del sistema linfatico||22/04/2010 10:22|
92.1.7_V2002|92.17|Scintigrafia della placenta|Scintigrafia della placenta|C|0|1|||Scintigrafia della placenta||22/04/2010 10:22|
92.1.8_V2002|92.18|Scintigrafia total body|Scintigrafia total body|C|0|1|||Scintigrafia total body||22/04/2010 10:22|
92.1.9_V2002|92.19|Scintigrafia di altre sedi|Scintigrafia di altre sedi|C|0|1|||Scintigrafia di altre sedi||22/04/2010 10:22|
92.2_V2002|92.2|Radiologia terapeutica e medicina nucleare|Radiologia terapeutica e medicina nucleare|S|0|1|||Radiologia terapeutica e medicina nucleare||22/04/2010 10:22|
92.2.1_V2002|92.21|Radiazione superficiale|Radiazione superficiale|C|0|1|||Radiazione superficiale||22/04/2010 10:22|
92.2.2_V2002|92.22|Radiazione ad ortovoltaggio|Radiazione ad ortovoltaggio|C|0|1|||Radiazione ad ortovoltaggio||22/04/2010 10:22|
92.2.3_V2002|92.23|Teleradioterapia radioisotopica|Teleradioterapia radioisotopica|C|0|1|||Teleradioterapia radioisotopica||22/04/2010 10:22|
92.2.4_V2002|92.24|Teleradioterapia mediante fotoni|Teleradioterapia mediante fotoni|C|0|1|||Teleradioterapia mediante fotoni||22/04/2010 10:22|
92.2.5_V2002|92.25|Teleradioterapia con elettroni|Teleradioterapia con elettroni|C|0|1|||Teleradioterapia con elettroni||22/04/2010 10:22|
92.2.6_V2002|92.26|Teleradioterapia con altre radiazioni particolate|Teleradioterapia con altre radiazioni particolate|C|0|1|||Teleradioterapia con altre radiazioni particolate||22/04/2010 10:22|
92.2.7_V2002|92.27|Impianto o inserzione di elementi radioattivi|Impianto o inserzione di elementi radioattivi|C|0|1|||Impianto o inserzione di elementi radioattivi||22/04/2010 10:22|
92.2.8_V2002|92.28|Iniezione o instillazione di radioisotopi|Iniezione o instillazione di radioisotopi|C|0|1|||Iniezione o instillazione di radioisotopi||22/04/2010 10:22|
92.2.9_V2002|92.29|Altre procedure radioterapeutiche|Altre procedure radioterapeutiche|C|0|1|||Altre procedure radioterapeutiche||22/04/2010 10:22|
92.3_V2002|92.3|Radiochirurgia stereotassica|Radiochirurgia stereotassica|S|0|1|||Radiochirurgia stereotassica||22/04/2010 10:22|
92.3.0_V2002|92.30|Radiochirurgia stereotassica SAI|Radiochirurgia stereotassica SAI|C|0|1|||Radiochirurgia stereotassica SAI||22/04/2010 10:22|
92.3.1_V2002|92.31|Radiochirurgia fotonica a sorgente singola|Radiochirurgia fotonica a sorgente singola|C|0|1|||Radiochirurgia fotonica a sorgente singola||22/04/2010 10:22|
92.3.2_V2002|92.32|Radiochirurgia fotonica multi-sorgente|Radiochirurgia fotonica multi-sorgente|C|0|1|||Radiochirurgia fotonica multi-sorgente||22/04/2010 10:22|
92.3.3_V2002|92.33|Radiochirurgia particolata|Radiochirurgia particolata|C|0|1|||Radiochirurgia particolata||22/04/2010 10:22|
92.3.9_V2002|92.39|Radiochirurgia stereotassica NIA|Radiochirurgia stereotassica NIA|C|0|1|||Radiochirurgia stereotassica NIA||22/04/2010 10:22|
93_V2002|-|Terapia fisica, terapia respiratoria, riabilitazione e procedure correlate|Terapia fisica, terapia respiratoria, riabilitazione e procedure correlate|T|0|1|||Terapia fisica, terapia respiratoria, riabilitazione e procedure correlate||22/04/2010 10:22|
93.0_V2002|93.0|Terapia fisica diagnostica|Terapia fisica diagnostica|S|0|1|||Terapia fisica diagnostica||22/04/2010 10:22|
93.0.1_V2002|93.01|Valutazione funzionale|Valutazione funzionale|C|0|1|||Valutazione funzionale||22/04/2010 10:22|
93.0.2_V2002|93.02|Valutazione ortottica|Valutazione ortottica|C|0|1|||Valutazione ortottica||22/04/2010 10:22|
93.0.3_V2002|93.03|Valutazione protesica|Valutazione protesica|C|0|1|||Valutazione protesica||22/04/2010 10:22|
93.0.4_V2002|93.04|Valutazione manuale di funzione muscolare|Valutazione manuale di funzione muscolare|C|0|1|||Valutazione manuale di funzione muscolare||22/04/2010 10:22|
93.0.5_V2002|93.05|Valutazione di ampiezza del movimento|Valutazione di ampiezza del movimento|C|0|1|||Valutazione di ampiezza del movimento||22/04/2010 10:22|
93.0.6_V2002|93.06|Misura di lunghezza degli arti|Misura di lunghezza degli arti|C|0|1|||Misura di lunghezza degli arti||22/04/2010 10:22|
93.0.7_V2002|93.07|Misure del corpo|Misure del corpo|C|0|1|||Misure del corpo||22/04/2010 10:22|
93.0.8_V2002|93.08|Elettromiografia|Elettromiografia|C|0|1|||Elettromiografia||22/04/2010 10:22|
93.0.9_V2002|93.09|Altre procedure di terapia fisica diagnostica|Altre procedure di terapia fisica diagnostica|C|0|1|||Altre procedure di terapia fisica diagnostica||22/04/2010 10:22|
93.1_V2002|93.1|Esercizi di terapia fisica|Esercizi di terapia fisica|S|0|1|||Esercizi di terapia fisica||22/04/2010 10:22|
93.1.1_V2002|93.11|Esercizi assistiti|Esercizi assistiti|C|0|1|||Esercizi assistiti||22/04/2010 10:22|
93.1.2_V2002|93.12|Altri esercizi muscoloscheletrici attivi|Altri esercizi muscoloscheletrici attivi|C|0|1|||Altri esercizi muscoloscheletrici attivi||22/04/2010 10:22|
93.1.3_V2002|93.13|Esercizi contro resistenza|Esercizi contro resistenza|C|0|1|||Esercizi contro resistenza||22/04/2010 10:22|
93.1.4_V2002|93.14|Allenamento nei movimenti articolari|Allenamento nei movimenti articolari|C|0|1|||Allenamento nei movimenti articolari||22/04/2010 10:22|
