#CODEVALUEMODEL=CodeValueAteco|CODESYSTEMID=ATECO|CODESYSTEMNAME=ATECO|CODESYSTEMDISPLAYNAME=ATECO|VERSION=0|DESCRIPTION=ATECO|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
M.74.2.0.1.2_V0|74.20.12|74.20.12|Attività di riprese aeree nel campo della fotografia|C|0|1|SERVIZI||||||Attività di riprese aeree nel campo della fotografia|||01/01/2007 00:00|
M.74.2.0.1.9_V0|74.20.19|74.20.19|Altre attività di riprese fotografiche|C|0|1|SERVIZI||||||Altre attività di riprese fotografiche|||01/01/2007 00:00|
M.74.2.0.2_V0|74.20.2|74.20.2|Laboratori fotografici per lo sviluppo e la stampa|S|0|1|SERVIZI||||||Laboratori fotografici per lo sviluppo e la stampa|||01/01/2007 00:00|
M.74.2.0.2.0_V0|74.20.20|74.20.20|Laboratori fotografici per lo sviluppo e la stampa|C|0|1|SERVIZI||||||Laboratori fotografici per lo sviluppo e la stampa|||01/01/2007 00:00|
M.74.3_V0|74.3|74.3|TRADUZIONE E INTERPRETARIATO|S|0|1|SERVIZI||||||TRADUZIONE E INTERPRETARIATO|||01/01/2007 00:00|
M.74.3.0_V0|74.30|74.30|Traduzione e interpretariato|S|0|1|SERVIZI||||||Traduzione e interpretariato|||01/01/2007 00:00|
M.74.3.0.0_V0|74.30.0|74.30.0|Traduzione e interpretariato|S|0|1|SERVIZI||||||Traduzione e interpretariato|||01/01/2007 00:00|
M.74.3.0.0.0_V0|74.30.00|74.30.00|Traduzione e interpretariato|C|0|1|SERVIZI||||||Traduzione e interpretariato|||01/01/2007 00:00|
M.74.9_V0|74.9|74.9|ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA|S|0|1|SERVIZI||||||ALTRE ATTIVITÀ PROFESSIONALI, SCIENTIFICHE E TECNICHE NCA|||01/01/2007 00:00|
M.74.9.0_V0|74.90|74.90|Altre attività professionali, scientifiche e tecniche nca|S|0|1|SERVIZI||||||Altre attività professionali, scientifiche e tecniche nca|||01/01/2007 00:00|
M.74.9.0.1_V0|74.90.1|74.90.1|Consulenza agraria|S|0|1|SERVIZI||||||Consulenza agraria|||01/01/2007 00:00|
M.74.9.0.1.1_V0|74.90.11|74.90.11|Consulenza agraria fornita da agronomi|C|0|1|SERVIZI||||||Consulenza agraria fornita da agronomi|||01/01/2007 00:00|
M.74.9.0.1.2_V0|74.90.12|74.90.12|Consulenza agraria fornita da agrotecnici e periti agrari|C|0|1|SERVIZI||||||Consulenza agraria fornita da agrotecnici e periti agrari|||01/01/2007 00:00|
M.74.9.0.2_V0|74.90.2|74.90.2|Consulenza in materia di sicurezza|S|0|1|SERVIZI||||||Consulenza in materia di sicurezza|||01/01/2007 00:00|
M.74.9.0.2.1_V0|74.90.21|74.90.21|Consulenza sulla sicurezza ed igiene dei posti di lavoro|C|0|1|SERVIZI||||||Consulenza sulla sicurezza ed igiene dei posti di lavoro|||01/01/2007 00:00|
M.74.9.0.2.9_V0|74.90.29|74.90.29|Altra attività di consulenza in materia di sicurezza|C|0|1|SERVIZI||||||Altra attività di consulenza in materia di sicurezza|||01/01/2007 00:00|
M.74.9.0.9_V0|74.90.9|74.90.9|Altre attività di assistenza e consulenza professionale, scientifica e tecnica nca|S|0|1|SERVIZI||||||Altre attività di assistenza e consulenza professionale, scientifica e tecnica nca|||01/01/2007 00:00|
M.74.9.0.9.1_V0|74.90.91|74.90.91|Attività tecniche svolte da periti industriali|C|0|1|SERVIZI||||||Attività tecniche svolte da periti industriali|||01/01/2007 00:00|
M.74.9.0.9.2_V0|74.90.92|74.90.92|Attività riguardanti le previsioni meteorologiche|C|0|1|SERVIZI||||||Attività riguardanti le previsioni meteorologiche|||01/01/2007 00:00|
M.74.9.0.9.3_V0|74.90.93|74.90.93|Altre attività di consulenza tecnica nca|C|0|1|SERVIZI||||||Altre attività di consulenza tecnica nca|||01/01/2007 00:00|
M.74.9.0.9.4_V0|74.90.94|74.90.94|Agenzie ed agenti o procuratori per lo spettacolo e lo sport|C|0|1|SERVIZI||||||Agenzie ed agenti o procuratori per lo spettacolo e lo sport|||01/01/2007 00:00|
M.74.9.0.9.9_V0|74.90.99|74.90.99|Altre attività professionali nca|C|0|1|SERVIZI||||||Altre attività professionali nca|||01/01/2007 00:00|
M.75_V0|75|75|SERVIZI VETERINARI|S|0|1|SERVIZI||||||SERVIZI VETERINARI|||01/01/2007 00:00|
M.75.0_V0|75.0|75.0|SERVIZI VETERINARI|S|0|1|SERVIZI||||||SERVIZI VETERINARI|||01/01/2007 00:00|
M.75.0.0_V0|75.00|75.00|Servizi veterinari|S|0|1|SERVIZI||||||Servizi veterinari|||01/01/2007 00:00|
M.75.0.0.0_V0|75.00.0|75.00.0|Servizi veterinari|S|0|1|SERVIZI||||||Servizi veterinari|||01/01/2007 00:00|
M.75.0.0.0.0_V0|75.00.00|75.00.00|Servizi veterinari|C|0|1|SERVIZI||||||Servizi veterinari|||01/01/2007 00:00|
N_V0|N|N|NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE|T|0|1|SERVIZI||||||NOLEGGIO, AGENZIE DI VIAGGIO, SERVIZI DI SUPPORTO ALLE IMPRESE|||01/01/2007 00:00|
N.77_V0|77|77|ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO|S|0|1|SERVIZI||||||ATTIVITÀ DI NOLEGGIO E LEASING OPERATIVO|||01/01/2007 00:00|
N.77.1_V0|77.1|77.1|NOLEGGIO DI AUTOVEICOLI|S|0|1|SERVIZI||||||NOLEGGIO DI AUTOVEICOLI|||01/01/2007 00:00|
N.77.1.1_V0|77.11|77.11|Noleggio di autovetture ed autoveicoli leggeri|S|0|1|SERVIZI||||||Noleggio di autovetture ed autoveicoli leggeri|||01/01/2007 00:00|
N.77.1.1.0_V0|77.11.0|77.11.0|Noleggio di autovetture ed autoveicoli leggeri|S|0|1|SERVIZI||||||Noleggio di autovetture ed autoveicoli leggeri|||01/01/2007 00:00|
N.77.1.1.0.0_V0|77.11.00|77.11.00|Noleggio di autovetture ed autoveicoli leggeri|C|0|1|SERVIZI||||||Noleggio di autovetture ed autoveicoli leggeri|||01/01/2007 00:00|
N.77.1.2_V0|77.12|77.12|Noleggio di autocarri e di altri veicoli pesanti|S|0|1|SERVIZI||||||Noleggio di autocarri e di altri veicoli pesanti|||01/01/2007 00:00|
N.77.1.2.0_V0|77.12.0|77.12.0|Noleggio di autocarri e di altri veicoli pesanti|S|0|1|SERVIZI||||||Noleggio di autocarri e di altri veicoli pesanti|||01/01/2007 00:00|
N.77.1.2.0.0_V0|77.12.00|77.12.00|Noleggio di autocarri e di altri veicoli pesanti|C|0|1|SERVIZI||||||Noleggio di autocarri e di altri veicoli pesanti|||01/01/2007 00:00|
N.77.2_V0|77.2|77.2|NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA|S|0|1|SERVIZI||||||NOLEGGIO DI BENI PER USO PERSONALE E PER LA CASA|||01/01/2007 00:00|
N.77.2.1_V0|77.21|77.21|Noleggio di attrezzature sportive e ricreative|S|0|1|SERVIZI||||||Noleggio di attrezzature sportive e ricreative|||01/01/2007 00:00|
N.77.2.1.0_V0|77.21.0|77.21.0|Noleggio di attrezzature sportive e ricreative|S|0|1|SERVIZI||||||Noleggio di attrezzature sportive e ricreative|||01/01/2007 00:00|
N.77.2.1.0.1_V0|77.21.01|77.21.01|Noleggio di biciclette|C|0|1|SERVIZI||||||Noleggio di biciclette|||01/01/2007 00:00|
N.77.2.1.0.2_V0|77.21.02|77.21.02|Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò)|C|0|1|SERVIZI||||||Noleggio senza equipaggio di imbarcazioni da diporto (inclusi i pedalò)|||01/01/2007 00:00|
N.77.2.1.0.9_V0|77.21.09|77.21.09|Noleggio di altre attrezzature sportive e ricreative|C|0|1|SERVIZI||||||Noleggio di altre attrezzature sportive e ricreative|||01/01/2007 00:00|
N.77.2.2_V0|77.22|77.22|Noleggio di videocassette e dischi|S|0|1|SERVIZI||||||Noleggio di videocassette e dischi|||01/01/2007 00:00|
N.77.2.2.0_V0|77.22.0|77.22.0|Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame|S|0|1|SERVIZI||||||Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame|||01/01/2007 00:00|
N.77.2.2.0.0_V0|77.22.00|77.22.00|Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame|C|0|1|SERVIZI||||||Noleggio di videocassette, Cd, Dvd e dischi contenenti audiovisivi o videogame|||01/01/2007 00:00|
N.77.2.9_V0|77.29|77.29|Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative)|S|0|1|SERVIZI||||||Noleggio di altri beni per uso personale e domestico (escluse le attrezzature sportive e ricreative)|||01/01/2007 00:00|
N.77.2.9.1_V0|77.29.1|77.29.1|Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario|S|0|1|SERVIZI||||||Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario|||01/01/2007 00:00|
N.77.2.9.1.0_V0|77.29.10|77.29.10|Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario|C|0|1|SERVIZI||||||Noleggio di biancheria da tavola, da letto, da bagno e di articoli di vestiario|||01/01/2007 00:00|
N.77.2.9.9_V0|77.29.9|77.29.9|Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)|S|0|1|SERVIZI||||||Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)|||01/01/2007 00:00|
N.77.2.9.9.0_V0|77.29.90|77.29.90|Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)|C|0|1|SERVIZI||||||Noleggio di altri beni per uso personale e domestico nca (escluse le attrezzature sportive e ricreative)|||01/01/2007 00:00|
N.77.3_V0|77.3|77.3|NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI|S|0|1|SERVIZI||||||NOLEGGIO DI ALTRE MACCHINE, ATTREZZATURE E BENI MATERIALI|||01/01/2007 00:00|
N.77.3.1_V0|77.31|77.31|Noleggio di macchine e attrezzature agricole|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature agricole|||01/01/2007 00:00|
N.77.3.1.0_V0|77.31.0|77.31.0|Noleggio di macchine e attrezzature agricole|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature agricole|||01/01/2007 00:00|
N.77.3.1.0.0_V0|77.31.00|77.31.00|Noleggio di macchine e attrezzature agricole|C|0|1|SERVIZI||||||Noleggio di macchine e attrezzature agricole|||01/01/2007 00:00|
N.77.3.2_V0|77.32|77.32|Noleggio di macchine e attrezzature per lavori edili e di genio civile|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per lavori edili e di genio civile|||01/01/2007 00:00|
N.77.3.2.0_V0|77.32.0|77.32.0|Noleggio di macchine e attrezzature per lavori edili e di genio civile|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per lavori edili e di genio civile|||01/01/2007 00:00|
N.77.3.2.0.0_V0|77.32.00|77.32.00|Noleggio di macchine e attrezzature per lavori edili e di genio civile|C|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per lavori edili e di genio civile|||01/01/2007 00:00|
N.77.3.3_V0|77.33|77.33|Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|||01/01/2007 00:00|
N.77.3.3.0_V0|77.33.0|77.33.0|Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|S|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|||01/01/2007 00:00|
N.77.3.3.0.0_V0|77.33.00|77.33.00|Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|C|0|1|SERVIZI||||||Noleggio di macchine e attrezzature per ufficio (inclusi i computer)|||01/01/2007 00:00|
N.77.3.4_V0|77.34|77.34|Noleggio di mezzi di trasporto marittimo e fluviale |S|0|1|SERVIZI||||||Noleggio di mezzi di trasporto marittimo e fluviale |||01/01/2007 00:00|
N.77.3.4.0_V0|77.34.0|77.34.0|Noleggio di mezzi di trasporto marittimo e fluviale|S|0|1|SERVIZI||||||Noleggio di mezzi di trasporto marittimo e fluviale|||01/01/2007 00:00|
N.77.3.4.0.0_V0|77.34.00|77.34.00|Noleggio di mezzi di trasporto marittimo e fluviale|C|0|1|SERVIZI||||||Noleggio di mezzi di trasporto marittimo e fluviale|||01/01/2007 00:00|
N.77.3.5_V0|77.35|77.35|Noleggio di mezzi di trasporto aereo|S|0|1|SERVIZI||||||Noleggio di mezzi di trasporto aereo|||01/01/2007 00:00|
N.77.3.5.0_V0|77.35.0|77.35.0|Noleggio di mezzi di trasporto aereo|S|0|1|SERVIZI||||||Noleggio di mezzi di trasporto aereo|||01/01/2007 00:00|
N.77.3.5.0.0_V0|77.35.00|77.35.00|Noleggio di mezzi di trasporto aereo|C|0|1|SERVIZI||||||Noleggio di mezzi di trasporto aereo|||01/01/2007 00:00|
N.77.3.9_V0|77.39|77.39|Noleggio di altre macchine, attrezzature e beni materiali nca|S|0|1|SERVIZI||||||Noleggio di altre macchine, attrezzature e beni materiali nca|||01/01/2007 00:00|
N.77.3.9.1_V0|77.39.1|77.39.1|Noleggio di altri mezzi di trasporto terrestri|S|0|1|SERVIZI||||||Noleggio di altri mezzi di trasporto terrestri|||01/01/2007 00:00|
N.77.3.9.1.0_V0|77.39.10|77.39.10|Noleggio di altri mezzi di trasporto terrestri|C|0|1|SERVIZI||||||Noleggio di altri mezzi di trasporto terrestri|||01/01/2007 00:00|
N.77.3.9.9_V0|77.39.9|77.39.9|Noleggio di altre macchine e attrezzature|S|0|1|SERVIZI||||||Noleggio di altre macchine e attrezzature|||01/01/2007 00:00|
N.77.3.9.9.1_V0|77.39.91|77.39.91|Noleggio di container adibiti ad alloggi o ad uffici|C|0|1|SERVIZI||||||Noleggio di container adibiti ad alloggi o ad uffici|||01/01/2007 00:00|
N.77.3.9.9.2_V0|77.39.92|77.39.92|Noleggio di container per diverse modalità di trasporto|C|0|1|SERVIZI||||||Noleggio di container per diverse modalità di trasporto|||01/01/2007 00:00|
N.77.3.9.9.3_V0|77.39.93|77.39.93|Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera|C|0|1|SERVIZI||||||Noleggio senza operatore di attrezzature di sollevamento e movimentazione merci: carrelli elevatori, pallet eccetera|||01/01/2007 00:00|
N.77.3.9.9.4_V0|77.39.94|77.39.94|Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi|C|0|1|SERVIZI||||||Noleggio di strutture ed attrezzature per manifestazioni e spettacoli: impianti luce ed audio senza operatore, palchi, stand ed addobbi luminosi|||01/01/2007 00:00|
N.77.3.9.9.9_V0|77.39.99|77.39.99|Noleggio senza operatore di altre macchine ed attrezzature nca|C|0|1|SERVIZI||||||Noleggio senza operatore di altre macchine ed attrezzature nca|||01/01/2007 00:00|
N.77.4_V0|77.4|77.4|CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT)|S|0|1|SERVIZI||||||CONCESSIONE DEI DIRITTI DI SFRUTTAMENTO DI PROPRIETÀ INTELLETTUALE E PRODOTTI SIMILI (ESCLUSE LE OPERE PROTETTE DAL COPYRIGHT)|||01/01/2007 00:00|
N.77.4.0_V0|77.40|77.40|Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|S|0|1|SERVIZI||||||Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|||01/01/2007 00:00|
N.77.4.0.0_V0|77.40.0|77.40.0|Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|S|0|1|SERVIZI||||||Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|||01/01/2007 00:00|
N.77.4.0.0.0_V0|77.40.00|77.40.00|Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|C|0|1|SERVIZI||||||Concessione dei diritti di sfruttamento di proprietà intellettuale e prodotti simili (escluse le opere protette dal copyright)|||01/01/2007 00:00|
N.78_V0|78|78|ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE |S|0|1|SERVIZI||||||ATTIVITÀ DI RICERCA, SELEZIONE, FORNITURA DI PERSONALE |||01/01/2007 00:00|
N.78.1_V0|78.1|78.1|ATTIVITÀ DI AGENZIE DI COLLOCAMENTO|S|0|1|SERVIZI||||||ATTIVITÀ DI AGENZIE DI COLLOCAMENTO|||01/01/2007 00:00|
N.78.1.0_V0|78.10|78.10|Attività di agenzie di collocamento|S|0|1|SERVIZI||||||Attività di agenzie di collocamento|||01/01/2007 00:00|
N.78.1.0.0_V0|78.10.0|78.10.0|Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale|S|0|1|SERVIZI||||||Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale|||01/01/2007 00:00|
N.78.1.0.0.0_V0|78.10.00|78.10.00|Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale|C|0|1|SERVIZI||||||Servizi di ricerca, selezione, collocamento e supporto per il ricollocamento di personale|||01/01/2007 00:00|
N.78.2_V0|78.2|78.2|ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)|S|0|1|SERVIZI||||||ATTIVITÀ DELLE AGENZIE DI LAVORO TEMPORANEO (INTERINALE)|||01/01/2007 00:00|
N.78.2.0_V0|78.20|78.20|Attività delle agenzie di lavoro temporaneo (interinale)|S|0|1|SERVIZI||||||Attività delle agenzie di lavoro temporaneo (interinale)|||01/01/2007 00:00|
N.78.2.0.0_V0|78.20.0|78.20.0|Attività delle agenzie di fornitura di lavoro temporaneo (interinale)|S|0|1|SERVIZI||||||Attività delle agenzie di fornitura di lavoro temporaneo (interinale)|||01/01/2007 00:00|
N.78.2.0.0.0_V0|78.20.00|78.20.00|Attività delle agenzie di fornitura di lavoro temporaneo (interinale)|C|0|1|SERVIZI||||||Attività delle agenzie di fornitura di lavoro temporaneo (interinale)|||01/01/2007 00:00|
N.78.3_V0|78.3|78.3|ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE|S|0|1|SERVIZI||||||ALTRE ATTIVITÀ DI FORNITURA E GESTIONE DI RISORSE UMANE|||01/01/2007 00:00|
N.78.3.0_V0|78.30|78.30|Altre attività di fornitura e gestione di risorse umane|S|0|1|SERVIZI||||||Altre attività di fornitura e gestione di risorse umane|||01/01/2007 00:00|
N.78.3.0.0_V0|78.30.0|78.30.0|Altre attività di fornitura e gestione di risorse umane (staff leasing)|S|0|1|SERVIZI||||||Altre attività di fornitura e gestione di risorse umane (staff leasing)|||01/01/2007 00:00|
N.78.3.0.0.0_V0|78.30.00|78.30.00|Altre attività di fornitura e gestione di risorse umane (staff leasing)|C|0|1|SERVIZI||||||Altre attività di fornitura e gestione di risorse umane (staff leasing)|||01/01/2007 00:00|
N.79_V0|79|79|ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE|S|0|1|SERVIZI||||||ATTIVITÀ DEI SERVIZI DELLE AGENZIE DI VIAGGIO, DEI TOUR OPERATOR E SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE|||01/01/2007 00:00|
N.79.1_V0|79.1|79.1|ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR|S|0|1|SERVIZI||||||ATTIVITÀ DELLE AGENZIE DI VIAGGIO E DEI TOUR OPERATOR|||01/01/2007 00:00|
N.79.1.1_V0|79.11|79.11|Attività delle agenzie di viaggio|S|0|1|SERVIZI||||||Attività delle agenzie di viaggio|||01/01/2007 00:00|
N.79.1.1.0_V0|79.11.0|79.11.0|Attività delle agenzie di viaggio|S|0|1|SERVIZI||||||Attività delle agenzie di viaggio|||01/01/2007 00:00|
N.79.1.1.0.0_V0|79.11.00|79.11.00|Attività delle agenzie di viaggio|C|0|1|SERVIZI||||||Attività delle agenzie di viaggio|||01/01/2007 00:00|
N.79.1.2_V0|79.12|79.12|Attività dei tour operator|S|0|1|SERVIZI||||||Attività dei tour operator|||01/01/2007 00:00|
N.79.1.2.0_V0|79.12.0|79.12.0|Attività dei tour operator|S|0|1|SERVIZI||||||Attività dei tour operator|||01/01/2007 00:00|
N.79.1.2.0.0_V0|79.12.00|79.12.00|Attività dei tour operator|C|0|1|SERVIZI||||||Attività dei tour operator|||01/01/2007 00:00|
N.79.9_V0|79.9|79.9|ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE|S|0|1|SERVIZI||||||ALTRI SERVIZI DI PRENOTAZIONE E ATTIVITÀ CONNESSE|||01/01/2007 00:00|
N.79.9.0_V0|79.90|79.90|Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio|S|0|1|SERVIZI||||||Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio|||01/01/2007 00:00|
N.79.9.0.1_V0|79.90.1|79.90.1|Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio|S|0|1|SERVIZI||||||Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio|||01/01/2007 00:00|
N.79.9.0.1.1_V0|79.90.11|79.90.11|Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento|C|0|1|SERVIZI||||||Servizi di biglietteria per eventi teatrali, sportivi ed altri eventi ricreativi e d'intrattenimento|||01/01/2007 00:00|
N.79.9.0.1.9_V0|79.90.19|79.90.19|Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca|C|0|1|SERVIZI||||||Altri servizi di prenotazione e altre attività di assistenza turistica non svolte dalle agenzie di viaggio nca|||01/01/2007 00:00|
N.79.9.0.2_V0|79.90.2|79.90.2|Attività delle guide e degli accompagnatori turistici|S|0|1|SERVIZI||||||Attività delle guide e degli accompagnatori turistici|||01/01/2007 00:00|
N.79.9.0.2.0_V0|79.90.20|79.90.20|Attività delle guide e degli accompagnatori turistici|C|0|1|SERVIZI||||||Attività delle guide e degli accompagnatori turistici|||01/01/2007 00:00|
N.80_V0|80|80|SERVIZI DI VIGILANZA E INVESTIGAZIONE|S|0|1|SERVIZI||||||SERVIZI DI VIGILANZA E INVESTIGAZIONE|||01/01/2007 00:00|
N.80.1_V0|80.1|80.1|SERVIZI DI VIGILANZA PRIVATA|S|0|1|SERVIZI||||||SERVIZI DI VIGILANZA PRIVATA|||01/01/2007 00:00|
N.80.1.0_V0|80.10|80.10|Servizi di vigilanza privata|S|0|1|SERVIZI||||||Servizi di vigilanza privata|||01/01/2007 00:00|
N.80.1.0.0_V0|80.10.0|80.10.0|Servizi di vigilanza privata|S|0|1|SERVIZI||||||Servizi di vigilanza privata|||01/01/2007 00:00|
N.80.1.0.0.0_V0|80.10.00|80.10.00|Servizi di vigilanza privata|C|0|1|SERVIZI||||||Servizi di vigilanza privata|||01/01/2007 00:00|
N.80.2_V0|80.2|80.2|SERVIZI CONNESSI AI SISTEMI DI VIGILANZA|S|0|1|SERVIZI||||||SERVIZI CONNESSI AI SISTEMI DI VIGILANZA|||01/01/2007 00:00|
N.80.2.0_V0|80.20|80.20|Servizi connessi ai sistemi di vigilanza|S|0|1|SERVIZI||||||Servizi connessi ai sistemi di vigilanza|||01/01/2007 00:00|
N.80.2.0.0_V0|80.20.0|80.20.0|Servizi connessi ai sistemi di vigilanza|S|0|1|SERVIZI||||||Servizi connessi ai sistemi di vigilanza|||01/01/2007 00:00|
N.80.2.0.0.0_V0|80.20.00|80.20.00|Servizi connessi ai sistemi di vigilanza|C|0|1|SERVIZI||||||Servizi connessi ai sistemi di vigilanza|||01/01/2007 00:00|
N.80.3_V0|80.3|80.3|SERVIZI INVESTIGATIVI PRIVATI|S|0|1|SERVIZI||||||SERVIZI INVESTIGATIVI PRIVATI|||01/01/2007 00:00|
N.80.3.0_V0|80.30|80.30|Servizi investigativi privati|S|0|1|SERVIZI||||||Servizi investigativi privati|||01/01/2007 00:00|
N.80.3.0.0_V0|80.30.0|80.30.0|Servizi di investigazione privata|S|0|1|SERVIZI||||||Servizi di investigazione privata|||01/01/2007 00:00|
N.80.3.0.0.0_V0|80.30.00|80.30.00|Servizi di investigazione privata|C|0|1|SERVIZI||||||Servizi di investigazione privata|||01/01/2007 00:00|
N.81_V0|81|81|ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO|S|0|1|SERVIZI||||||ATTIVITÀ DI SERVIZI PER EDIFICI E PAESAGGIO|||01/01/2007 00:00|
N.81.1_V0|81.1|81.1|SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI|S|0|1|SERVIZI||||||SERVIZI INTEGRATI DI GESTIONE AGLI EDIFICI|||01/01/2007 00:00|
N.81.1.0_V0|81.10|81.10|Servizi integrati di gestione agli edifici|S|0|1|SERVIZI||||||Servizi integrati di gestione agli edifici|||01/01/2007 00:00|
N.81.1.0.0_V0|81.10.0|81.10.0|Servizi integrati di gestione agli edifici|S|0|1|SERVIZI||||||Servizi integrati di gestione agli edifici|||01/01/2007 00:00|
N.81.1.0.0.0_V0|81.10.00|81.10.00|Servizi integrati di gestione agli edifici|C|0|1|SERVIZI||||||Servizi integrati di gestione agli edifici|||01/01/2007 00:00|
N.81.2_V0|81.2|81.2|ATTIVITÀ DI PULIZIA E DISINFESTAZIONE|S|0|1|SERVIZI||||||ATTIVITÀ DI PULIZIA E DISINFESTAZIONE|||01/01/2007 00:00|
N.81.2.1_V0|81.21|81.21|Pulizia generale (non specializzata) di edifici|S|0|1|SERVIZI||||||Pulizia generale (non specializzata) di edifici|||01/01/2007 00:00|
N.81.2.1.0_V0|81.21.0|81.21.0|Pulizia generale (non specializzata) di edifici|S|0|1|SERVIZI||||||Pulizia generale (non specializzata) di edifici|||01/01/2007 00:00|
N.81.2.1.0.0_V0|81.21.00|81.21.00|Pulizia generale (non specializzata) di edifici|C|0|1|SERVIZI||||||Pulizia generale (non specializzata) di edifici|||01/01/2007 00:00|
N.81.2.2_V0|81.22|81.22|Attività di pulizia specializzata di edifici e di impianti e macchinari industriali|S|0|1|SERVIZI||||||Attività di pulizia specializzata di edifici e di impianti e macchinari industriali|||01/01/2007 00:00|
N.81.2.2.0_V0|81.22.0|81.22.0|Attività di pulizia specializzata di edifici e di impianti e macchinari industriali|S|0|1|SERVIZI||||||Attività di pulizia specializzata di edifici e di impianti e macchinari industriali|||01/01/2007 00:00|
