#CODEVALUEMODEL=CodeValueInail|CODESYSTEMID=INAIL|CODESYSTEMNAME=INAIL|CODESYSTEMDISPLAYNAME=INAIL|VERSION=0|DESCRIPTION=INAIL|LANGUAGE=it|AUTHORITYNAME=ITAL-TBS S.P.A.|AUTHORITYDESCRIPTION=ITAL-TBS S.P.A.|AUTHORITYCONTACTINFORMATION=info@italtbs.com|VALIDFROM=01/01/2007 00:00|||||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[Abbreviation]|EXTENSION[Enable annotation]|EXTENSION[Score]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValueCity]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
T.0252.02_V0|T.0252.02_V0|T.0252.02_V0|di cura, di salute, di maternità, personale addetto|C|0|1|0520||||||di cura, di salute, di maternità, personale addetto|||01/01/2007 00:00|
T.0252.03_V0|T.0252.03_V0|T.0252.03_V0|di distribuzione di film|C|0|1|3100||||||di distribuzione di film|||01/01/2007 00:00|
T.0252.04_V0|T.0252.04_V0|T.0252.04_V0|discografiche (registrazione e produzione)|C|0|1|1420||||||discografiche (registrazione e produzione)|||01/01/2007 00:00|
T.0252.05_V0|T.0252.05_V0|T.0252.05_V0|noleggio con operatore di macchinari nei lavori di costruzione di -|C|0|1|3100||||||noleggio con operatore di macchinari nei lavori di costruzione di -|||01/01/2007 00:00|
T.0253_V0|T.0253_V0|T.0253_V0|CASEIFICI|C|0|1|1420||||||CASEIFICI|||01/01/2007 00:00|
T.0254_V0|T.0254_V0|T.0254_V0|CASEINA|S|0|1|||||||CASEINA|||01/01/2007 00:00|
T.0254.01_V0|T.0254.01_V0|T.0254.01_V0|produzione di - presso i caseifici|C|0|1|0721||||||produzione di - presso i caseifici|||01/01/2007 00:00|
T.0255_V0|T.0255_V0|T.0255_V0|CASELLI|S|0|1|||||||CASELLI|||01/01/2007 00:00|
T.0255.01_V0|T.0255.01_V0|T.0255.01_V0|autostradali: personale addetto|C|0|1|0721||||||autostradali: personale addetto|||01/01/2007 00:00|
T.0256_V0|T.0256_V0|T.0256_V0|CASSA|C|0|1|0721||||||CASSA|||01/01/2007 00:00|
T.0256.01_V0|T.0256.01_V0|T.0256.01_V0|registratori di - :|C|0|1|6510||||||registratori di - :|||01/01/2007 00:00|
T.0256.02.01_V0|T.0256.02.01_V0|T.0256.02.01_V0| - personale addetto|C|0|1|0721|||||| - personale addetto|||01/01/2007 00:00|
T.0256.03.02_V0|T.0256.03.02_V0|T.0256.03.02_V0| - riparazione|C|0|1|5200|||||| - riparazione|||01/01/2007 00:00|
T.0257_V0|T.0257_V0|T.0257_V0|CASSE|C|0|1|6215||||||CASSE|||01/01/2007 00:00|
T.0257.01_V0|T.0257.01_V0|T.0257.01_V0|funebri (in legno)|C|0|1|5200||||||funebri (in legno)|||01/01/2007 00:00|
T.0258_V0|T.0258_V0|T.0258_V0|CASSEFORTI|C|0|1|6222||||||CASSEFORTI|||01/01/2007 00:00|
T.0259_V0|T.0259_V0|T.0259_V0|CASSETTE|C|0|1|5200||||||CASSETTE|||01/01/2007 00:00|
T.0259.01_V0|T.0259.01_V0|T.0259.01_V0|produzione di - in lamiera|C|0|1|2197||||||produzione di - in lamiera|||01/01/2007 00:00|
T.0259.02_V0|T.0259.02_V0|T.0259.02_V0|in legno, per imballaggio|C|0|1|5200||||||in legno, per imballaggio|||01/01/2007 00:00|
T.0259.03_V0|T.0259.03_V0|T.0259.03_V0|in materiale plastico|C|0|1|2197||||||in materiale plastico|||01/01/2007 00:00|
T.0259.04_V0|T.0259.04_V0|T.0259.04_V0|in altri materiali, v. voce specifica del materiale o della lavorazione|C|0|1|5200||||||in altri materiali, v. voce specifica del materiale o della lavorazione|||01/01/2007 00:00|
T.0260_V0|T.0260_V0|T.0260_V0|CASSONI|S|0|1|||||||CASSONI|||01/01/2007 00:00|
T.0260.01_V0|T.0260.01_V0|T.0260.01_V0|in legno per autocarri|C|0|1|1460||||||in legno per autocarri|||01/01/2007 00:00|
T.0261_V0|T.0261_V0|T.0261_V0|CASTAGNE|C|0|1|1100||||||CASTAGNE|||01/01/2007 00:00|
T.0261.01_V0|T.0261.01_V0|T.0261.01_V0|candite (marroni)|C|0|1|1460||||||candite (marroni)|||01/01/2007 00:00|
T.0261.02_V0|T.0261.02_V0|T.0261.02_V0|cernita, selezione, ecc. di - : presso aziende agricole|C|0|1|0560||||||cernita, selezione, ecc. di - : presso aziende agricole|||01/01/2007 00:00|
T.0262_V0|T.0262_V0|T.0262_V0|CASTELLI|S|0|1|||||||CASTELLI|||01/01/2007 00:00|
T.0262.01_V0|T.0262.01_V0|T.0262.01_V0|per fuochi artificiali (allestimento di -)|C|0|1|6563||||||per fuochi artificiali (allestimento di -)|||01/01/2007 00:00|
T.0263_V0|T.0263_V0|T.0263_V0|CATODICI|S|0|1|||||||CATODICI|||01/01/2007 00:00|
T.0263.01_V0|T.0263.01_V0|T.0263.01_V0| tubi - , riparazione|C|0|1|6563|||||| tubi - , riparazione|||01/01/2007 00:00|
T.0264_V0|T.0264_V0|T.0264_V0|CATRAMATURA|C|0|1|3100||||||CATRAMATURA|||01/01/2007 00:00|
T.0264.01_V0|T.0264.01_V0|T.0264.01_V0|v. anche Incatramatura, Asfaltatura|C|0|1|2220||||||v. anche Incatramatura, Asfaltatura|||01/01/2007 00:00|
T.0264.02_V0|T.0264.02_V0|T.0264.02_V0|nei fabbricati|C|0|1|7200||||||nei fabbricati|||01/01/2007 00:00|
T.0264.03_V0|T.0264.03_V0|T.0264.03_V0|di carte e cartoni|C|0|1|2220||||||di carte e cartoni|||01/01/2007 00:00|
T.0264.04_V0|T.0264.04_V0|T.0264.04_V0|di feltri e cartonfeltri|C|0|1|7200||||||di feltri e cartonfeltri|||01/01/2007 00:00|
T.0265_V0|T.0265_V0|T.0265_V0|CAUCCIU'|S|0|1|||||||CAUCCIU'|||01/01/2007 00:00|
T.0265.01_V0|T.0265.01_V0|T.0265.01_V0|v. Gomma|C|0|1|0580||||||v. Gomma|||01/01/2007 00:00|
T.0266_V0|T.0266_V0|T.0266_V0|CAVALLI|C|0|1|9123||||||CAVALLI|||01/01/2007 00:00|
T.0266.01_V0|T.0266.01_V0|T.0266.01_V0|da competizione: allevamento e addestramento|C|0|1|0580||||||da competizione: allevamento e addestramento|||01/01/2007 00:00|
T.0266.02_V0|T.0266.02_V0|T.0266.02_V0|trasporti mediante -|C|0|1|1100||||||trasporti mediante -|||01/01/2007 00:00|
T.0267_V0|T.0267_V0|T.0267_V0|CEDUI|S|0|1|||||||CEDUI|||01/01/2007 00:00|
T.0267.01_V0|T.0267.01_V0|T.0267.01_V0|boschi: taglio di -|C|0|1|2197||||||boschi: taglio di -|||01/01/2007 00:00|
T.0268_V0|T.0268_V0|T.0268_V0|CELLOPHANE|C|0|1|2220||||||CELLOPHANE|||01/01/2007 00:00|
T.0268.01_V0|T.0268.01_V0|T.0268.01_V0|fabbricazione di articoli|C|0|1|2197||||||fabbricazione di articoli|||01/01/2007 00:00|
T.0269_V0|T.0269_V0|T.0269_V0|CELLULOSA|C|0|1|6280||||||CELLULOSA|||01/01/2007 00:00|
T.0270_V0|T.0270_V0|T.0270_V0|CEMENTAZIONE|S|0|1|||||||CEMENTAZIONE|||01/01/2007 00:00|
T.0270.01_V0|T.0270.01_V0|T.0270.01_V0|degli acciai|C|0|1|6280||||||degli acciai|||01/01/2007 00:00|
T.0271_V0|T.0271_V0|T.0271_V0|CENTINE|S|0|1|||||||CENTINE|||01/01/2007 00:00|
T.0271.01_V0|T.0271.01_V0|T.0271.01_V0|v. Ponteggi|C|0|1|3100||||||v. Ponteggi|||01/01/2007 00:00|
T.0272_V0|T.0272_V0|T.0272_V0|CENTRALI|S|0|1|||||||CENTRALI|||01/01/2007 00:00|
T.0272.01_V0|T.0272.01_V0|T.0272.01_V0|costruzione di fabbricati per - elettriche, telefoniche, telegrafiche, termiche, ecc.|C|0|1|0722||||||costruzione di fabbricati per - elettriche, telefoniche, telegrafiche, termiche, ecc.|||01/01/2007 00:00|
T.0273_V0|T.0273_V0|T.0273_V0|CENTRI|S|0|1|||||||CENTRI|||01/01/2007 00:00|
T.0273.01_V0|T.0273.01_V0|T.0273.01_V0|di calcolo elettronici e meccanografici (personale addetto)|C|0|1|0312||||||di calcolo elettronici e meccanografici (personale addetto)|||01/01/2007 00:00|
T.0273.02_V0|T.0273.02_V0|T.0273.02_V0|di recupero per tossicodipendenti, alcoolisti e simili:|C|0|1|0314||||||di recupero per tossicodipendenti, alcoolisti e simili:|||01/01/2007 00:00|
T.0273.03.01_V0|T.0273.03.01_V0|T.0273.03.01_V0| - personale dipendente|C|0|1|0314|||||| - personale dipendente|||01/01/2007 00:00|
T.0273.04.02_V0|T.0273.04.02_V0|T.0273.04.02_V0| - personale addetto alla sovraintendenza delle attività svolte dagli ospiti nell'ambito di programmi di recupero|C|0|1|0314|||||| - personale addetto alla sovraintendenza delle attività svolte dagli ospiti nell'ambito di programmi di recupero|||01/01/2007 00:00|
T.0273.05.03_V0|T.0273.05.03_V0|T.0273.05.03_V0| - attività svolte dagli ospiti nell'ambito di programmi di recupero|C|0|1|6321|||||| - attività svolte dagli ospiti nell'ambito di programmi di recupero|||01/01/2007 00:00|
T.0274_V0|T.0274_V0|T.0274_V0|CENTRIFUGHE|S|0|1|||||||CENTRIFUGHE|||01/01/2007 00:00|
T.0274.01_V0|T.0274.01_V0|T.0274.01_V0|pompe e altre macchine operatrici|C|0|1|2110||||||pompe e altre macchine operatrici|||01/01/2007 00:00|
T.0275_V0|T.0275_V0|T.0275_V0|CERA|C|0|1|2110||||||CERA|||01/01/2007 00:00|
T.0275.01_V0|T.0275.01_V0|T.0275.01_V0|d'api e artificiale: lavorazione|C|0|1|2110||||||d'api e artificiale: lavorazione|||01/01/2007 00:00|
T.0276_V0|T.0276_V0|T.0276_V0|CERALACCA|C|0|1|7200||||||CERALACCA|||01/01/2007 00:00|
T.0277_V0|T.0277_V0|T.0277_V0|CERAMICHE|C|0|1|0123 0133||||||CERAMICHE|||01/01/2007 00:00|
T.0277.01_V0|T.0277.01_V0|T.0277.01_V0|produzione, decorazione, smaltatura, ecc.|C|0|1|7200||||||produzione, decorazione, smaltatura, ecc.|||01/01/2007 00:00|
T.0277.02_V0|T.0277.02_V0|T.0277.02_V0|commercio|C|0|1|0560||||||commercio|||01/01/2007 00:00|
T.0278_V0|T.0278_V0|T.0278_V0|CERIMONIE|S|0|1|||||||CERIMONIE|||01/01/2007 00:00|
T.0278.01_V0|T.0278.01_V0|T.0278.01_V0|lavori di addobbo e decorazione per -|C|0|1|6270||||||lavori di addobbo e decorazione per -|||01/01/2007 00:00|
T.0279_V0|T.0279_V0|T.0279_V0|CERNIERE|S|0|1|||||||CERNIERE|||01/01/2007 00:00|
T.0279.01_V0|T.0279.01_V0|T.0279.01_V0|(minuterie metalliche), v. Chiusure lampo|C|0|1|6250||||||(minuterie metalliche), v. Chiusure lampo|||01/01/2007 00:00|
T.0280_V0|T.0280_V0|T.0280_V0|CESELLATURA|S|0|1|||||||CESELLATURA|||01/01/2007 00:00|
T.0280.01_V0|T.0280.01_V0|T.0280.01_V0|dell'argento e dei metalli preziosi|C|0|1|5200||||||dell'argento e dei metalli preziosi|||01/01/2007 00:00|
T.0281_V0|T.0281_V0|T.0281_V0|CESTE|S|0|1|||||||CESTE|||01/01/2007 00:00|
T.0281.01_V0|T.0281.01_V0|T.0281.01_V0|in vimini, giunco, ecc.|C|0|1|4410||||||in vimini, giunco, ecc.|||01/01/2007 00:00|
T.0282_V0|T.0282_V0|T.0282_V0|CHIARIFICAZIONE|S|0|1|||||||CHIARIFICAZIONE|||01/01/2007 00:00|
T.0282.01_V0|T.0282.01_V0|T.0282.01_V0|delle acque|C|0|1|4410||||||delle acque|||01/01/2007 00:00|
T.0283_V0|T.0283_V0|T.0283_V0|CHIATTE|S|0|1|||||||CHIATTE|||01/01/2007 00:00|
T.0283.01_V0|T.0283.01_V0|T.0283.01_V0|v. Galleggianti o Navi|S|0|1|||||||v. Galleggianti o Navi|||01/01/2007 00:00|
T.0284_V0|T.0284_V0|T.0284_V0|CHIAVI|C|0|1|6211||||||CHIAVI|||01/01/2007 00:00|
T.0284.01_V0|T.0284.01_V0|T.0284.01_V0|per serrature, v. Serrature|C|0|1|6211||||||per serrature, v. Serrature|||01/01/2007 00:00|
T.0284.02_V0|T.0284.02_V0|T.0284.02_V0|utensili|C|0|1|6211||||||utensili|||01/01/2007 00:00|
T.0285_V0|T.0285_V0|T.0285_V0|CHIAVISTELLI|C|0|1|0560||||||CHIAVISTELLI|||01/01/2007 00:00|
T.0286_V0|T.0286_V0|T.0286_V0|CHIESE|C|0|1|0721||||||CHIESE|||01/01/2007 00:00|
T.0286.01_V0|T.0286.01_V0|T.0286.01_V0|addobbo per cerimonie e feste|C|0|1|0560||||||addobbo per cerimonie e feste|||01/01/2007 00:00|
T.0286.02_V0|T.0286.02_V0|T.0286.02_V0|personale addetto ai servizi di culto|C|0|1|7200||||||personale addetto ai servizi di culto|||01/01/2007 00:00|
T.0287_V0|T.0287_V0|T.0287_V0|CHINCAGLIERIE|C|0|1|5200||||||CHINCAGLIERIE|||01/01/2007 00:00|
T.0287.01_V0|T.0287.01_V0|T.0287.01_V0|in ceramica|C|0|1|2197||||||in ceramica|||01/01/2007 00:00|
T.0287.02_V0|T.0287.02_V0|T.0287.02_V0|in legno|C|0|1|6270||||||in legno|||01/01/2007 00:00|
T.0287.03_V0|T.0287.03_V0|T.0287.03_V0|in materie plastiche|C|0|1|5200||||||in materie plastiche|||01/01/2007 00:00|
T.0287.04_V0|T.0287.04_V0|T.0287.04_V0|in metallo|C|0|1|7300||||||in metallo|||01/01/2007 00:00|
T.0287.05_V0|T.0287.05_V0|T.0287.05_V0|in osso, in corno ed altre sostanze lavorabili come il legno|C|0|1|6211||||||in osso, in corno ed altre sostanze lavorabili come il legno|||01/01/2007 00:00|
T.0287.06_V0|T.0287.06_V0|T.0287.06_V0|in vetro|C|0|1|6321||||||in vetro|||01/01/2007 00:00|
T.0288_V0|T.0288_V0|T.0288_V0|CHIODAMI|C|0|1|6211||||||CHIODAMI|||01/01/2007 00:00|
T.0289_V0|T.0289_V0|T.0289_V0|CHIODATRICI|C|0|1|0714||||||CHIODATRICI|||01/01/2007 00:00|
T.0290_V0|T.0290_V0|T.0290_V0|CHIUSE|S|0|1|||||||CHIUSE|||01/01/2007 00:00|
T.0290.01_V0|T.0290.01_V0|T.0290.01_V0|custodi alle -|C|0|1|0714||||||custodi alle -|||01/01/2007 00:00|
T.0291_V0|T.0291_V0|T.0291_V0|CHIUSURE|S|0|1|||||||CHIUSURE|||01/01/2007 00:00|
T.0291.01_V0|T.0291.01_V0|T.0291.01_V0|v. Serramenti|C|0|1|6270||||||v. Serramenti|||01/01/2007 00:00|
T.0291.02_V0|T.0291.02_V0|T.0291.02_V0|lampo:|C|0|1|2197||||||lampo:|||01/01/2007 00:00|
T.0291.03.01_V0|T.0291.03.01_V0|T.0291.03.01_V0| - in metallo|C|0|1|6270|||||| - in metallo|||01/01/2007 00:00|
T.0291.04.02_V0|T.0291.04.02_V0|T.0291.04.02_V0| - in materie plastiche|C|0|1|6510|||||| - in materie plastiche|||01/01/2007 00:00|
T.0292_V0|T.0292_V0|T.0292_V0|CIANOGRAFIA|C|0|1|2233||||||CIANOGRAFIA|||01/01/2007 00:00|
T.0292.01_V0|T.0292.01_V0|T.0292.01_V0|riparazione di apparecchiature per -|C|0|1|6510||||||riparazione di apparecchiature per -|||01/01/2007 00:00|
T.0292.02_V0|T.0292.02_V0|T.0292.02_V0|riproduzione in -|C|0|1|2233||||||riproduzione in -|||01/01/2007 00:00|
T.0293_V0|T.0293_V0|T.0293_V0|CICLI|S|0|1|||||||CICLI|||01/01/2007 00:00|
T.0293.01_V0|T.0293.01_V0|T.0293.01_V0|v. Biciclette|C|0|1|0111||||||v. Biciclette|||01/01/2007 00:00|
T.0294_V0|T.0294_V0|T.0294_V0|CICLOMOTORI|C|0|1|0121||||||CICLOMOTORI|||01/01/2007 00:00|
T.0294.01_V0|T.0294.01_V0|T.0294.01_V0|commercio al dettaglio|C|0|1|0111||||||commercio al dettaglio|||01/01/2007 00:00|
T.0294.02_V0|T.0294.02_V0|T.0294.02_V0|commercio all'ingrosso|C|0|1|0111||||||commercio all'ingrosso|||01/01/2007 00:00|
T.0294.03_V0|T.0294.03_V0|T.0294.03_V0|commercio di parti ed accessori di - :|C|0|1|0121||||||commercio di parti ed accessori di - :|||01/01/2007 00:00|
T.0294.04.01_V0|T.0294.04.01_V0|T.0294.04.01_V0| - esclusivamente al dettaglio|C|0|1|0131|||||| - esclusivamente al dettaglio|||01/01/2007 00:00|
T.0294.05.02_V0|T.0294.05.02_V0|T.0294.05.02_V0| - all'ingrosso e al dettaglio nei magazzini con attrezzature meccaniche o termiche|C|0|1|6410|||||| - all'ingrosso e al dettaglio nei magazzini con attrezzature meccaniche o termiche|||01/01/2007 00:00|
T.0294.06.03_V0|T.0294.06.03_V0|T.0294.06.03_V0| - all'ingrosso e al dettaglio nei magazzini senza attrezzature meccaniche o termiche|C|0|1|6510|||||| - all'ingrosso e al dettaglio nei magazzini senza attrezzature meccaniche o termiche|||01/01/2007 00:00|
T.0294.07_V0|T.0294.07_V0|T.0294.07_V0|riparazione|C|0|1|6410||||||riparazione|||01/01/2007 00:00|
T.0295_V0|T.0295_V0|T.0295_V0|CICLOSTILI|C|0|1|8160||||||CICLOSTILI|||01/01/2007 00:00|
T.0296_V0|T.0296_V0|T.0296_V0|CIMATURA|S|0|1|||||||CIMATURA|||01/01/2007 00:00|
T.0296.01_V0|T.0296.01_V0|T.0296.01_V0|di tessuti|C|0|1|0321||||||di tessuti|||01/01/2007 00:00|
T.0297_V0|T.0297_V0|T.0297_V0|CIMITERI|S|0|1|||||||CIMITERI|||01/01/2007 00:00|
T.0297.01_V0|T.0297.01_V0|T.0297.01_V0|personale dei -|C|0|1|0541||||||personale dei -|||01/01/2007 00:00|
T.0298_V0|T.0298_V0|T.0298_V0|CINEMA|S|0|1|||||||CINEMA|||01/01/2007 00:00|
T.0298.01_V0|T.0298.01_V0|T.0298.01_V0|personale delle sale cinematografiche|C|0|1|0510||||||personale delle sale cinematografiche|||01/01/2007 00:00|
T.0299_V0|T.0299_V0|T.0299_V0|CINEMATOGRAFIA|C|0|1|2233||||||CINEMATOGRAFIA|||01/01/2007 00:00|
T.0299.01_V0|T.0299.01_V0|T.0299.01_V0|stabilimenti di produzione, doppiaggio, sincronizzazione e registazione sonora|C|0|1|0510||||||stabilimenti di produzione, doppiaggio, sincronizzazione e registazione sonora|||01/01/2007 00:00|
T.0299.02_V0|T.0299.02_V0|T.0299.02_V0|stabilimenti di sviluppo e stampa|C|0|1|2233||||||stabilimenti di sviluppo e stampa|||01/01/2007 00:00|
T.0299.03_V0|T.0299.03_V0|T.0299.03_V0|case di distribuzione|C|0|1|2110||||||case di distribuzione|||01/01/2007 00:00|
T.0299.04_V0|T.0299.04_V0|T.0299.04_V0|articoli per - , v. voci specifiche|S|0|1|||||||articoli per - , v. voci specifiche|||01/01/2007 00:00|
T.0299.05_V0|T.0299.05_V0|T.0299.05_V0|produzione di pellicole|C|0|1|2110||||||produzione di pellicole|||01/01/2007 00:00|
T.0300_V0|T.0300_V0|T.0300_V0|CINEMATOGRAFICI|C|0|1|5200||||||CINEMATOGRAFICI|||01/01/2007 00:00|
T.0300.01_V0|T.0300.01_V0|T.0300.01_V0|apparecchi:|C|0|1|6550||||||apparecchi:|||01/01/2007 00:00|
T.0300.02.01_V0|T.0300.02.01_V0|T.0300.02.01_V0| - in legno|C|0|1|5200|||||| - in legno|||01/01/2007 00:00|
T.0300.03.02_V0|T.0300.03.02_V0|T.0300.03.02_V0| - in metallo|C|0|1|0311|||||| - in metallo|||01/01/2007 00:00|
T.0301_V0|T.0301_V0|T.0301_V0|CINESITERAPIA|S|0|1|||||||CINESITERAPIA|||01/01/2007 00:00|
T.0301.01_V0|T.0301.01_V0|T.0301.01_V0|personale addetto|C|0|1|2300||||||personale addetto|||01/01/2007 00:00|
T.0302_V0|T.0302_V0|T.0302_V0|CINGHIE|C|0|1|2195||||||CINGHIE|||01/01/2007 00:00|
T.0302.01_V0|T.0302.01_V0|T.0302.01_V0|in pelle o cuoio|C|0|1|2197||||||in pelle o cuoio|||01/01/2007 00:00|
T.0302.02_V0|T.0302.02_V0|T.0302.02_V0|in gomma|C|0|1|8140||||||in gomma|||01/01/2007 00:00|
T.0302.03_V0|T.0302.03_V0|T.0302.03_V0|in materie plastiche|C|0|1|8140||||||in materie plastiche|||01/01/2007 00:00|
T.0302.04_V0|T.0302.04_V0|T.0302.04_V0|tessute|C|0|1|8140||||||tessute|||01/01/2007 00:00|
T.0303_V0|T.0303_V0|T.0303_V0|CINIGLIE|C|0|1|0580||||||CINIGLIE|||01/01/2007 00:00|
T.0304_V0|T.0304_V0|T.0304_V0|CINODROMI|C|0|1|1460||||||CINODROMI|||01/01/2007 00:00|
T.0304.01_V0|T.0304.01_V0|T.0304.01_V0|personale addetto ai -|C|0|1|2110||||||personale addetto ai -|||01/01/2007 00:00|
T.0305_V0|T.0305_V0|T.0305_V0|CIOCCOLATO|C|0|1|1460||||||CIOCCOLATO|||01/01/2007 00:00|
T.0306_V0|T.0306_V0|T.0306_V0|CIPRIA|C|0|1|0541||||||CIPRIA|||01/01/2007 00:00|
T.0307_V0|T.0307_V0|T.0307_V0|CIRCHI|S|0|1|||||||CIRCHI|||01/01/2007 00:00|
T.0307.01_V0|T.0307.01_V0|T.0307.01_V0|(tutto il personale)|C|0|1|6250||||||(tutto il personale)|||01/01/2007 00:00|
T.0308_V0|T.0308_V0|T.0308_V0|CLICHÈS|C|0|1|0311||||||CLICHÈS|||01/01/2007 00:00|
T.0308.01_V0|T.0308.01_V0|T.0308.01_V0|v. anche Matrici |C|0|1|0311||||||v. anche Matrici |||01/01/2007 00:00|
T.0309_V0|T.0309_V0|T.0309_V0|CLINICHE|C|0|1|0311||||||CLINICHE|||01/01/2007 00:00|
T.0310_V0|T.0310_V0|T.0310_V0|CLINICHE VETERINARIE|C|0|1|6550||||||CLINICHE VETERINARIE|||01/01/2007 00:00|
T.0311_V0|T.0311_V0|T.0311_V0|CLINOMETRI|C|0|1|9123||||||CLINOMETRI|||01/01/2007 00:00|
T.0311.01_V0|T.0311.01_V0|T.0311.01_V0|ottici|C|0|1|6550||||||ottici|||01/01/2007 00:00|
T.0312_V0|T.0312_V0|T.0312_V0|COCCHIERI|C|0|1|8120||||||COCCHIERI|||01/01/2007 00:00|
T.0313_V0|T.0313_V0|T.0313_V0|COCCO|C|0|1|8120||||||COCCO|||01/01/2007 00:00|
T.0313.01_V0|T.0313.01_V0|T.0313.01_V0|corde|C|0|1|8140||||||corde|||01/01/2007 00:00|
T.0313.02_V0|T.0313.02_V0|T.0313.02_V0|macerazione|C|0|1|8120||||||macerazione|||01/01/2007 00:00|
T.0313.03_V0|T.0313.03_V0|T.0313.03_V0|stuoie di fibra intrecciata|C|0|1|8140||||||stuoie di fibra intrecciata|||01/01/2007 00:00|
T.0313.04_V0|T.0313.04_V0|T.0313.04_V0|tessuti di - :|C|0|1|8120||||||tessuti di - :|||01/01/2007 00:00|
T.0313.05.01_V0|T.0313.05.01_V0|T.0313.05.01_V0| - a intreccio|C|0|1|8140|||||| - a intreccio|||01/01/2007 00:00|
T.0313.06.02_V0|T.0313.06.02_V0|T.0313.06.02_V0| - in pezza e tappeti|C|0|1|0612|||||| - in pezza e tappeti|||01/01/2007 00:00|
T.0314_V0|T.0314_V0|T.0314_V0|COLLAUDI|S|0|1|||||||COLLAUDI|||01/01/2007 00:00|
T.0314.01_V0|T.0314.01_V0|T.0314.01_V0|di materiali vari nei laboratori di ricerche|C|0|1|2110||||||di materiali vari nei laboratori di ricerche|||01/01/2007 00:00|
T.0314.02_V0|T.0314.02_V0|T.0314.02_V0|di motori, macchine, veicoli, opere edili, ecc., v. la voce relativa alla costruzione o riparazione|S|0|1|||||||di motori, macchine, veicoli, opere edili, ecc., v. la voce relativa alla costruzione o riparazione|||01/01/2007 00:00|
T.0315_V0|T.0315_V0|T.0315_V0|COLLE|C|0|1|0211||||||COLLE|||01/01/2007 00:00|
T.0316_V0|T.0316_V0|T.0316_V0|COLLEGI|S|0|1|||||||COLLEGI|||01/01/2007 00:00|
T.0316.01_V0|T.0316.01_V0|T.0316.01_V0|personale dei -|C|0|1|0213||||||personale dei -|||01/01/2007 00:00|
T.0317_V0|T.0317_V0|T.0317_V0|COLONIE|C|0|1|2110||||||COLONIE|||01/01/2007 00:00|
T.0317.01_V0|T.0317.01_V0|T.0317.01_V0|e case per ferie (senza cure mediche)|C|0|1|0213||||||e case per ferie (senza cure mediche)|||01/01/2007 00:00|
T.0318_V0|T.0318_V0|T.0318_V0|COLORANTI|C|0|1|5200||||||COLORANTI|||01/01/2007 00:00|
T.0319_V0|T.0319_V0|T.0319_V0|COLORAZIONE|S|0|1|||||||COLORAZIONE|||01/01/2007 00:00|
T.0319.01_V0|T.0319.01_V0|T.0319.01_V0|di manufatti in legno|C|0|1|2110||||||di manufatti in legno|||01/01/2007 00:00|
T.0320_V0|T.0320_V0|T.0320_V0|COLORI|S|0|1|||||||COLORI|||01/01/2007 00:00|
T.0320.01_V0|T.0320.01_V0|T.0320.01_V0|produzione|C|0|1|6280||||||produzione|||01/01/2007 00:00|
T.0321_V0|T.0321_V0|T.0321_V0|COLTELLI|S|0|1|||||||COLTELLI|||01/01/2007 00:00|
T.0321.01_V0|T.0321.01_V0|T.0321.01_V0|arrotatura|C|0|1|1100||||||arrotatura|||01/01/2007 00:00|
T.0322_V0|T.0322_V0|T.0322_V0|COLTURE|S|0|1|||||||COLTURE|||01/01/2007 00:00|
T.0322.01_V0|T.0322.01_V0|T.0322.01_V0|in serre, idroponiche ed aeroponiche|C|0|1|1100||||||in serre, idroponiche ed aeroponiche|||01/01/2007 00:00|
T.0323_V0|T.0323_V0|T.0323_V0|COMBUSTIBILI|S|0|1|||||||COMBUSTIBILI|||01/01/2007 00:00|
T.0323.01_V0|T.0323.01_V0|T.0323.01_V0|gassosi, v. Gas|S|0|1|||||||gassosi, v. Gas|||01/01/2007 00:00|
T.0323.02_V0|T.0323.02_V0|T.0323.02_V0| v. Carburanti|S|0|1||||||| v. Carburanti|||01/01/2007 00:00|
T.0324_V0|T.0324_V0|T.0324_V0|COMMERCIO|C|0|1|0111||||||COMMERCIO|||01/01/2007 00:00|
T.0324.01_V0|T.0324.01_V0|T.0324.01_V0|al dettaglio:|C|0|1|0112 0113||||||al dettaglio:|||01/01/2007 00:00|
T.0324.02.01_V0|T.0324.02.01_V0|T.0324.02.01_V0| - di merci e generi alimentari|C|0|1|0114|||||| - di merci e generi alimentari|||01/01/2007 00:00|
T.0324.03.02_V0|T.0324.03.02_V0|T.0324.03.02_V0| - di carni nelle macellerie|C|0|1|0112              0113|||||| - di carni nelle macellerie|||01/01/2007 00:00|
T.0324.04.03_V0|T.0324.04.03_V0|T.0324.04.03_V0| - di carburanti, gas liquido e oli minerali|C|0|1|0121 0131|||||| - di carburanti, gas liquido e oli minerali|||01/01/2007 00:00|
T.0324.05_V0|T.0324.05_V0|T.0324.05_V0|all'ingrosso:|C|0|1|0122||||||all'ingrosso:|||01/01/2007 00:00|
T.0324.06.01_V0|T.0324.06.01_V0|T.0324.06.01_V0| - di merci e generi alimentari|C|0|1|0123 0133|||||| - di merci e generi alimentari|||01/01/2007 00:00|
